gene,temperature,n,score_combined,max_combined,min_combined
duo1,23,2,-1.9776025538052375,-1.9776025538052375,-6.3746175707708845
duo1,27,2,-2.8315227166109547,-1.9776025538052375,-6.3746175707708845
duo1,30,2,-3.370133663990423,-1.9776025538052375,-6.3746175707708845
duo1,33,2,-6.3746175707708845,-1.9776025538052375,-6.3746175707708845
ebp2,23,1,2.5271051809999894,2.5271051809999894,2.5271051809999894
eco1,23,2,0.042680574502906875,0.042680574502906875,-1.5150986420817492
eco1,27,2,-0.24439395798948277,0.042680574502906875,-1.5150986420817492
eco1,30,1,-1.5150986420817492,0.042680574502906875,-1.5150986420817492
enp1,23,1,0.11739942568878395,0.11739942568878395,0.11739942568878395
erg10,23,1,-0.15101907321412125,-0.15101907321412125,-0.5820371676804564
erg10,27,1,-0.5820371676804564,-0.15101907321412125,-0.5820371676804564
erg11,23,1,-3.016598744161844,-3.016598744161844,-10.095978117512205
erg11,27,1,-4.795165030497083,-3.016598744161844,-10.095978117512205
erg11,30,1,-5.630282710484372,-3.016598744161844,-10.095978117512205
erg11,33,1,-10.095978117512205,-3.016598744161844,-10.095978117512205
erg8,23,2,-0.10801217703048416,0.07619731078142723,-3.3304526922385738
erg8,27,2,0.07619731078142723,0.07619731078142723,-3.3304526922385738
erg8,30,2,-0.6200822515159451,0.07619731078142723,-3.3304526922385738
erg8,33,2,-3.3304526922385738,0.07619731078142723,-3.3304526922385738
ero1,23,2,-2.3861172301324416,-2.3861172301324416,-2.518627874482091
ero1,27,2,-2.518627874482091,-2.3861172301324416,-2.518627874482091
ero1,30,1,-2.448496852673988,-2.3861172301324416,-2.518627874482091
esa1,23,2,-0.738039638177065,0.73389844457165,-2.3957648546796344
esa1,27,2,-0.6113066914208671,0.73389844457165,-2.3957648546796344
esa1,30,1,0.73389844457165,0.73389844457165,-2.3957648546796344
esa1,33,1,-2.3957648546796344,0.73389844457165,-2.3957648546796344
esp1,23,3,1.3441112621178795,1.6261801940186504,1.3441112621178795
esp1,27,3,1.6261801940186504,1.6261801940186504,1.3441112621178795
ess1,27,1,-1.8647374855370376,-1.8647374855370376,-7.3463314005762195
ess1,33,1,-7.3463314005762195,-1.8647374855370376,-7.3463314005762195
exo70,23,1,-0.2849983215309095,0.19509943284084375,-0.32703953690670295
exo70,27,1,-0.32703953690670295,0.19509943284084375,-0.32703953690670295
