strain_id,strain_name,temperature,size,control_size,log2_ratio,z
TS-3F9,cbf2-2,30,0.6016097919652401,1.1145647125353193,-0.8894700776274711,-1.5192165483676374
TS-3N15,eco1-1,30,0.42023988253645345,0.7774627337239426,-0.8874027282529525,-1.5150986420817492
TS-1E9,cdc25-2,23,0.40500830974346147,0.636518570212467,-0.6521215626477094,-1.5025671890424166
TS-3J15,cof1-8,27,0.4724049336082392,0.7121183543024274,-0.5919902221595134,-1.5024926402385093
TS-1D14,sec4-8,30,0.4137149679063137,0.7601796197102958,-0.877544289078081,-1.4954618408967997
TS-2O9,spc25-1,30,0.5804703579369799,1.0660618459535585,-0.8768836397576498,-1.4941459085135733
TS-3D21,act1-119,30,0.619884134314283,1.1375262352292972,-0.8757234391505144,-1.4918349312632349
TS-5M5,rpn6-1,27,0.43726398794928345,0.6561930228622803,-0.5855056602852193,-1.4827763601802608
TS-1O18,sec24-2,27,0.9208886364645215,1.38075228978151,-0.5843037413157922,-1.4791219311736556
TS-2H7,mob2-8,33,0.8113169726532597,1.2905130838615033,-0.6695411710339931,-1.4724280844854372
