A,n_a,P_a_est,ci95_a,Q,n_qa,P_qa_est,ci95_qa,P_q_diff,P_q_diff_ci95,P_q_diff_upr,P_q_diff_lwr
dhh1,68,0.17073878275468385,0.08640046564154323,swi4,5,0.27765209651443556,0.7473546022559556,0.10691331375975172,0.7523323347937619,0.8592456485535136,-0.6454190210340103
dhh1,68,0.17073878275468385,0.08640046564154323,tdp1,4,0.39910496653196575,0.34781346354972953,0.2283661837772819,0.35838421545812327,0.5867503992354052,-0.13001803168084136
dhh1,68,0.17073878275468385,0.08640046564154323,top3,7,0.15887214207955228,0.3616850431821618,-0.011866640675131573,0.37186168251751583,0.3599950418423843,-0.3837283231926474
dhh1,68,0.17073878275468385,0.08640046564154323,trm10,2,0.1075052151618319,0.7403415866307108,-0.06323356759285195,0.7453661552270493,0.6821325876341974,-0.8085997228199012
dhh1,68,0.17073878275468385,0.08640046564154323,ubc13,4,0.18009810256018213,0.3036206680376153,0.009359319805498284,0.3156747543321817,0.32503407413767993,-0.3063154345266834
dhh1,68,0.17073878275468385,0.08640046564154323,vps41,3,7.887572531585187e-4,0.0033937485484121883,-0.16995002550152533,0.08646709196153958,-0.08348293353998575,-0.2564171174630649
dhh1,68,0.17073878275468385,0.08640046564154323,wss1,4,0.5788360558720751,0.3588731508102997,0.40809727311739125,0.3691273206301419,0.7772245937475332,0.038969952487249326
dhh1,68,0.17073878275468385,0.08640046564154323,xrs2,2,0.5998303723560894,3.1127363418897898,0.42909158960140553,3.1139352232479895,3.543026812849395,-2.684843633646584
dhh1,68,0.17073878275468385,0.08640046564154323,yku70,6,0.3156284802472442,0.3496061787209571,0.14488969749256037,0.36012431279066026,0.5050140102832206,-0.2152346152980999
dhh1,68,0.17073878275468385,0.08640046564154323,yps1,4,0.09392519419772055,0.11903922964322852,-0.0768135885569633,0.1470896959583804,0.0702761074014171,-0.2239032845153437
dia2,68,0.5600384172526157,0.0206642565418256,asf1,6,0.10163681076691106,0.11762076941946249,-0.45840160648570466,0.11942217925181547,-0.3389794272338892,-0.5778237857375201
dia2,68,0.5600384172526157,0.0206642565418256,chc1,2,NA,NA,NA,NA,NA,NA
dia2,68,0.5600384172526157,0.0206642565418256,csm2,4,0.5577720207293363,0.20857922629471765,-0.0022663965232794236,0.2096003462309388,0.20733394970765937,-0.2118667427542182
dia2,68,0.5600384172526157,0.0206642565418256,csm3,6,0.21080181128504102,0.31558331903724895,-0.34923660596757466,0.3162591386078708,-0.03297746735970386,-0.6654957445754455
dia2,68,0.5600384172526157,0.0206642565418256,ctf18,5,0.29662874703287706,0.6981662895049896,-0.26340967021973866,0.69847203186641,0.4350623616466714,-0.9618817020861488
dia2,68,0.5600384172526157,0.0206642565418256,ctf4,6,0.5590894243688587,0.11543764535452901,-9.489928837570494e-4,0.11727259468189656,0.11632360179813951,-0.11822158756565361
dia2,68,0.5600384172526157,0.0206642565418256,ctf8,2,0.08706252303594461,0.09854241994042094,-0.4729758942166711,0.10068574887311835,-0.37229014534355276,-0.5736616430897894
dia2,68,0.5600384172526157,0.0206642565418256,dbf2,2,0.058628467547419676,0.65656538376041,-0.501409949705196,0.6568904890854189,0.15548053938022288,-1.158300438790615
dia2,68,0.5600384172526157,0.0206642565418256,dcc1,5,0.04396327288304693,0.12173947138533085,-0.5160751443695688,0.12348080981110454,-0.39259433455846426,-0.6395559541806733
dia2,68,0.5600384172526157,0.0206642565418256,ddc1,4,0.2704967183619889,0.0375311291313591,-0.2895416988906268,0.04284386948328937,-0.24669782940733745,-0.3323855683739162
dia2,68,0.5600384172526157,0.0206642565418256,dhh1,4,NA,NA,NA,NA,NA,NA
dia2,68,0.5600384172526157,0.0206642565418256,erg2,3,0.03327396923920527,0.01754952440199483,-0.5267644480134105,0.027110833723118774,-0.4996536142902917,-0.5538752817365292
dia2,68,0.5600384172526157,0.0206642565418256,esc2,4,0.36218560332331995,0.590234436051532,-0.19785281392929577,0.5905960556924643,0.39274324176316855,-0.7884488696217601
dia2,68,0.5600384172526157,0.0206642565418256,gpx2,3,0.4567007616169245,0.14033569469009488,-0.1033376556356912,0.14184892915555586,0.038511273519864664,-0.24518658479124705
dia2,68,0.5600384172526157,0.0206642565418256,hpc2,4,0.0208468275732312,0.01471277232730233,-0.5391915896793845,0.025366851755419223,-0.5138247379239653,-0.5645584414348037
dia2,68,0.5600384172526157,0.0206642565418256,hrq1,8,0.5639097225839224,0.06013578089236548,0.0038713053313066403,0.06358713424869036,0.067458439579997,-0.05971582891738372
dia2,68,0.5600384172526157,0.0206642565418256,ina1,4,0.5747312105462327,0.1827159105683836,0.014692793293616946,0.18388070989981503,0.19857350319343198,-0.16918791660619809
dia2,68,0.5600384172526157,0.0206642565418256,irc21,5,0.1882283960826075,0.17961855119438644,-0.3718100211700082,0.18080330591998808,-0.19100671525002014,-0.5526133270899963
dia2,68,0.5600384172526157,0.0206642565418256,mlh1,4,0.31330633535639846,0.14230115456442233,-0.24673208189621726,0.14379370670788758,-0.10293837518832968,-0.3905257886041048
dia2,68,0.5600384172526157,0.0206642565418256,mlh3,7,0.5159231031487752,0.08954163303177444,-0.04411531410384051,0.09189513340990012,0.04777981930605961,-0.13601044751374064
dia2,68,0.5600384172526157,0.0206642565418256,mms1,2,0.2624739395568952,1.2275857831425485,-0.29756447769572053,1.227759694106355,0.9301952164106346,-1.5253241718020756
dia2,68,0.5600384172526157,0.0206642565418256,mms2,5,0.38201761466616757,0.2117615561437041,-0.17802080258644815,0.21276740389173696,0.03474660130528881,-0.39078820647818513
dia2,68,0.5600384172526157,0.0206642565418256,mms22,4,0.36117040544037504,0.6930002522041911,-0.19886801181224067,0.6933082727427237,0.494440260930483,-0.8921762845549643
dia2,68,0.5600384172526157,0.0206642565418256,mph1,8,0.5400644612305284,0.19149389230344419,-0.01997395602208729,0.19260561333447543,0.17263165731238814,-0.21257956935656272
dia2,68,0.5600384172526157,0.0206642565418256,mre11,2,4.91194932880729e-4,0.006241223382554129,-0.559547222319735,0.021586207812798488,-0.5379610145069365,-0.5811334301325335
dia2,68,0.5600384172526157,0.0206642565418256,mus81,6,0.24690683910338004,0.4650377644262874,-0.31313157814923565,0.46549665287843434,0.1523650747291987,-0.77862823102767
dia2,68,0.5600384172526157,0.0206642565418256,nup84,4,0.039078108145777515,0.05547068462902536,-0.5209603091068382,0.059194664891687426,-0.46176564421515076,-0.5801549739985257
dia2,68,0.5600384172526157,0.0206642565418256,pif1,4,0.2888184193925856,0.9118349697631963,-0.2712199978600301,0.9120690892588541,0.6408490913988241,-1.1832890871188841
dia2,68,0.5600384172526157,0.0206642565418256,pol30-RR,6,0.536602319812759,0.06923225286041187,-0.02343609743985675,0.07225037255650929,0.04881427511665254,-0.09568646999636604
dia2,68,0.5600384172526157,0.0206642565418256,pol32,4,0.021974594355198523,0.04540873580930135,-0.5380638228974172,0.049889525816801554,-0.4881742970806156,-0.5879533487142187
dia2,68,0.5600384172526157,0.0206642565418256,pso2,7,0.48051612682709205,0.053212435772349166,-0.07952229042552367,0.0570839278541059,-0.02243836257141777,-0.13660621827962957
dia2,68,0.5600384172526157,0.0206642565418256,psy2,8,0.1741100355774141,0.2350507770234609,-0.3859283816752016,0.23595736750048538,-0.14997101417471623,-0.621885749175687
dia2,68,0.5600384172526157,0.0206642565418256,psy4,8,0.5262510549093695,0.1572664166098835,-0.0337873623432462,0.15861821235829074,0.12483085001504454,-0.19240557470153694
dia2,68,0.5600384172526157,0.0206642565418256,rad1,9,0.5642473667026822,0.06232082701896866,0.004208949450066446,0.06565742135322249,0.06986637080328893,-0.06144847190315604
dia2,68,0.5600384172526157,0.0206642565418256,rad10,6,0.5292788455430036,0.06991456489744914,-0.030759571709612077,0.07290444350810182,0.04214487179848975,-0.1036640152177139
dia2,68,0.5600384172526157,0.0206642565418256,rad14,7,0.5607490826367127,0.11685001077558238,7.106653840970312e-4,0.1186631219742684,0.11937378735836543,-0.11795245659017137
dia2,68,0.5600384172526157,0.0206642565418256,rad18,7,0.4881382739163821,0.10590993141246448,-0.07190014333623362,0.10790702048624691,0.036006877150013286,-0.17980716382248052
dia2,68,0.5600384172526157,0.0206642565418256,rad2,4,0.6270625426701621,0.00911641436740008,0.06702412541754643,0.022585847545410393,0.08960997296295682,0.04443827787213604
dia2,68,0.5600384172526157,0.0206642565418256,rad23,4,0.3741906965209373,0.047212002391145466,-0.18584772073167843,0.05153624615945468,-0.13431147457222375,-0.2373839668911331
dia2,68,0.5600384172526157,0.0206642565418256,rad27,4,0.29369949548212526,0.338974979951912,-0.26633892177049046,0.33960425281763706,0.07326533104714661,-0.6059431745881275
dia2,68,0.5600384172526157,0.0206642565418256,rad28,4,0.5473845470012905,0.07869132958840468,-0.01265387025132525,0.08135930709400932,0.06870543684268407,-0.09401317734533457
dia2,68,0.5600384172526157,0.0206642565418256,rad4,4,0.5862686848099211,0.09816383179462024,0.026230267557305398,0.1003152499425131,0.12654551749981852,-0.0740849823852077
dia2,68,0.5600384172526157,0.0206642565418256,rad5,5,0.5260956988247966,0.176545242125769,-0.03394271842781915,0.1777504824625598,0.14380776403474066,-0.21169320089037896
dia2,68,0.5600384172526157,0.0206642565418256,rad50,4,0.0033831190396634257,0.004193132248307852,-0.5566552982129523,0.021085394387541853,-0.5355699038254105,-0.5777406926004942
dia2,68,0.5600384172526157,0.0206642565418256,rad51,4,0.3617580846189029,0.13955081391496071,-0.1982803326337128,0.14107246777013002,-0.057207864863582786,-0.33935280040384286
dia2,68,0.5600384172526157,0.0206642565418256,rad52,4,0.30370396385963494,0.5785239052002535,-0.2563344533929808,0.5788928401583304,0.32255838676534965,-0.8352272935513112
dia2,68,0.5600384172526157,0.0206642565418256,rad54,8,0.2617009174898166,0.10440042939801093,-0.2983374997627991,0.1064258481615977,-0.1919116516012014,-0.40476334792439683
dia2,68,0.5600384172526157,0.0206642565418256,rad55,2,0.6505124040094795,1.6816574581792971,0.0904739867568638,1.681784414884524,1.7722584016413878,-1.5913104281276602
dia2,68,0.5600384172526157,0.0206642565418256,rad57,6,0.4064496331442372,0.10360155269744824,-0.1535887841083785,0.10564228897439001,-0.04794649513398849,-0.2592310730827685
dia2,68,0.5600384172526157,0.0206642565418256,rad6,3,0.00829562563101243,0.018139593680199427,-0.5517427916216033,0.027496478998393834,-0.5242463126232095,-0.5792392706199971
dia2,68,0.5600384172526157,0.0206642565418256,rad61,5,0.48921658173583765,0.040190652292044354,-0.07082183551677806,0.04519181375079332,-0.025630021765984744,-0.11601364926757138
dia2,68,0.5600384172526157,0.0206642565418256,rdh54,5,0.4820515022548092,0.21111392223475497,-0.07798691499780652,0.2121228409666638,0.1341359259688573,-0.2901097559644703
dia2,68,0.5600384172526157,0.0206642565418256,rev1,8,0.5077285303493402,0.06529542636942705,-0.05230988690327554,0.06848725577208983,0.016177368868814296,-0.12079714267536537
dia2,68,0.5600384172526157,0.0206642565418256,rev3,7,0.5095672393980263,0.07586807708006307,-0.05047117785458943,0.07863190585413006,0.028160727999540627,-0.12910308370871948
dia2,68,0.5600384172526157,0.0206642565418256,rev7,7,0.5526643659872233,0.0656104027558559,-0.007374051265392367,0.06878761842230044,0.06141356715690807,-0.0761616696876928
dia2,68,0.5600384172526157,0.0206642565418256,rph1,4,0.5357958094777062,0.0570726271630971,-0.024242607774909497,0.06069840417773988,0.036455796402830386,-0.08494101195264939
dia2,68,0.5600384172526157,0.0206642565418256,rrm3,7,0.1282676981925869,0.08686154168740058,-0.43177071906002884,0.08928571511019225,-0.3424850039498366,-0.5210564341702211
dia2,68,0.5600384172526157,0.0206642565418256,rtt101,10,0.41200403116435313,0.06378909905243105,-0.14803438608826258,0.06705267076222424,-0.08098171532603834,-0.21508705685048682
dia2,68,0.5600384172526157,0.0206642565418256,rtt107,4,0.4188185715511903,0.31678000980821164,-0.14121984570142543,0.31745328177940935,0.17623343607798392,-0.4586731274808348
dia2,68,0.5600384172526157,0.0206642565418256,rtt109,4,0.591677848692184,0.667833818442732,0.031639431439568266,0.6681534408758413,0.6997928723154095,-0.636514009436273
dia2,68,0.5600384172526157,0.0206642565418256,saw1,7,0.5222227652085991,0.04979018205638755,-0.0378156520440166,0.05390801172028698,0.01609235967627038,-0.09172366376430358
dia2,68,0.5600384172526157,0.0206642565418256,sgs1,9,0.053865779160095155,0.11296634049089811,-0.5061726380925206,0.1148407836194612,-0.39133185447305935,-0.6210134217119818
dia2,68,0.5600384172526157,0.0206642565418256,shu1,6,0.45701339780931555,0.09840430013432527,-0.10302501944330017,0.10055057326217863,-0.0024744461811215396,-0.20357559270547881
dia2,68,0.5600384172526157,0.0206642565418256,shu2,3,0.4696960505035699,0.2254312685891557,-0.09034236674904583,0.2263763864808837,0.13603401973183787,-0.31671875322992954
dia2,68,0.5600384172526157,0.0206642565418256,sin4,4,0.48457481189526297,0.06511521016408524,-0.07546360535735275,0.06831546013267693,-0.007148145224675814,-0.14377906549002967
dia2,68,0.5600384172526157,0.0206642565418256,siz1,4,0.11438385674448732,0.13335648089460697,-0.4456545605081284,0.13494799922570197,-0.31070656128242646,-0.5806025597338303
dia2,68,0.5600384172526157,0.0206642565418256,sky1,4,0.467322711582452,0.06869944334820091,-0.09271570567016374,0.07173998198200951,-0.02097572368815423,-0.16445568765217325
dia2,68,0.5600384172526157,0.0206642565418256,slx4,6,0.3741028762454617,0.11179562058978436,-0.18593554100715404,0.11368936749530009,-0.07224617351185394,-0.29962490850245416
dia2,68,0.5600384172526157,0.0206642565418256,slx5,4,1.8683121893262131e-4,3.435463096425422e-4,-0.5598515860336831,0.020667112098531115,-0.539184473935152,-0.5805186981322142
dia2,68,0.5600384172526157,0.0206642565418256,slx8,5,0.057853144515971164,0.060995516207946646,-0.5021852727366446,0.06440081129846319,-0.4377844614381814,-0.5665860840351078
dia2,68,0.5600384172526157,0.0206642565418256,snf2,2,0.23829356585658723,0.90374790301578245,-0.3217448513960285,0.9039841169533072,0.5822392655572787,-1.2257289683493355
dia2,68,0.5600384172526157,0.0206642565418256,sod1,4,0.056408256943100206,0.1434813952397005,-0.5036301603095155,0.14496179592691838,-0.3586683643825971,-0.6485919562364338
dia2,68,0.5600384172526157,0.0206642565418256,srs2,6,0.09171524222985662,0.06872656375078866,-0.4683231750227591,0.07176595337217781,-0.39655722165058127,-0.540089128394937
dia2,68,0.5600384172526157,0.0206642565418256,swi4,9,0.03331100425731356,0.02974366014938368,-0.5267274129953021,0.03621735519759024,-0.4905100577977119,-0.5629447681928924
dia2,68,0.5600384172526157,0.0206642565418256,tdp1,4,0.5423178766962727,0.15578107200099414,-0.01772054055634298,0.1571456454764347,0.13942510492009172,-0.17486618603277768
dia2,68,0.5600384172526157,0.0206642565418256,top3,9,0.12334261286598708,0.19021065181309482,-0.43669580438662864,0.19132982925197203,-0.2453659751346566,-0.6280256336386006
dia2,68,0.5600384172526157,0.0206642565418256,trm10,2,0.5834575665908267,0.5608808133326139,0.023419149338210987,0.5612613457767075,0.5846804951149185,-0.5378421964384965
dia2,68,0.5600384172526157,0.0206642565418256,ubc13,4,0.6105834623349223,0.08567104561324704,0.05054504508230662,0.08812797260174228,0.13867301768404888,-0.03758292751943566
dia2,68,0.5600384172526157,0.0206642565418256,vps41,4,0.12233379864660851,0.03695818694192288,-0.4377046186060072,0.04234287520304332,-0.39536174340296387,-0.4800474938090505
dia2,68,0.5600384172526157,0.0206642565418256,wss1,4,0.5472101641978911,0.10143082334264497,-0.01282825305472457,0.10351436336273934,0.09068611030801477,-0.1163426164174639
dia2,68,0.5600384172526157,0.0206642565418256,xrs2,3,0.3506916360955731,1.5007597807349768,-0.20934678115704264,1.500902039098529,1.2915552579414864,-1.7102488202555717
dia2,68,0.5600384172526157,0.0206642565418256,yku70,6,0.3334392205846019,0.09794486418002325,-0.2265991966680138,0.10010098859486645,-0.12649820807314738,-0.32670018526288025
dia2,68,0.5600384172526157,0.0206642565418256,yps1,4,0.5708148373248646,0.2765312131179806,0.010776420072248882,0.27730222380451336,0.28807864387676224,-0.2665258037322645
dot1,47,0.9945553541666592,0.025699943454948044,aft1,2,1.1292233896051502,0.41058570279467976,0.13466803543849104,0.4113892395687916,0.5460572750072826,-0.27672120413030055
dot1,47,0.9945553541666592,0.025699943454948044,asf1,3,1.0847739793619737,0.25387065847134643,0.09021862519531454,0.2551681765547235,0.34538680175003805,-0.16494955135940897
dot1,47,0.9945553541666592,0.025699943454948044,csm3,4,0.9050351245149633,0.18822085944957181,-0.08952022965169593,0.1899673104129313,0.10044708076123537,-0.2794875400646272
dot1,47,0.9945553541666592,0.025699943454948044,ctf18,5,1.0943124221597584,0.05455828481730315,0.09975706799309925,0.06030832061824884,0.1600653886113481,0.03944874737485041
dot1,47,0.9945553541666592,0.025699943454948044,ctf4,4,1.0534123010545475,0.08844328306457737,0.05885694688788834,0.0921015820321697,0.15095852892005804,-0.03324463514428136
dot1,47,0.9945553541666592,0.025699943454948044,ctf8,2,1.0491545807241742,0.07789092653951747,0.054599226557515035,0.08202123829089655,0.1366204648484116,-0.02742201173338152
dot1,47,0.9945553541666592,0.025699943454948044,dbf2,2,1.0713374195078844,1.8122845499216758,0.07678206534122523,1.812466765758313,1.8892488310995381,-1.7356847004170877
dot1,47,0.9945553541666592,0.025699943454948044,dcc1,4,0.7430754083014727,0.8004624897514451,-0.2514799458651865,0.8008749494101247,0.5493950035449382,-1.0523548952753112
dot1,47,0.9945553541666592,0.025699943454948044,ddc1,3,0.977309670279827,0.15472297881650368,-0.01724568388683223,0.1568428744554236,0.13959719056859138,-0.17408855834225584
dot1,47,0.9945553541666592,0.025699943454948044,dhh1,2,NA,NA,NA,NA,NA,NA
dot1,47,0.9945553541666592,0.025699943454948044,dia2,4,0.9786445799304009,0.0442732124709015,-0.015910774236258307,0.05119183954578224,0.035281065309523935,-0.06710261378204055
dot1,47,0.9945553541666592,0.025699943454948044,erg2,2,0.9868850018904207,0.14201442741993317,-0.007670352276238468,0.14432111657342106,0.1366507642971826,-0.15199146884965953
dot1,47,0.9945553541666592,0.025699943454948044,esc2,4,0.9990766771244325,0.18369284297557992,0.004521322957773299,0.18548193349768216,0.19000325645545546,-0.18096061053990886
dot1,47,0.9945553541666592,0.025699943454948044,exo1,6,0.9705767608995802,0.04112177600177342,-0.023978593267078963,0.048492139106535145,0.024513545839456183,-0.07247073237361411
dot1,47,0.9945553541666592,0.025699943454948044,gpx2,3,0.9795220311264538,0.05028416604640773,-0.015033323040205437,0.056471093920431814,0.04143777088022638,-0.07150441696063725
dot1,47,0.9945553541666592,0.025699943454948044,hpc2,4,1.0143994227935607,0.054499557689557304,0.019844068626901468,0.06025519796619136,0.08009926659309283,-0.04041112933928989
dot1,47,0.9945553541666592,0.025699943454948044,hrq1,4,0.947740472438015,0.08272007233899346,-0.04681488172864423,0.08662042173388351,0.03980554000523928,-0.13343530346252774
dot1,47,0.9945553541666592,0.025699943454948044,ina1,4,1.022972382081707,0.05119555613387325,0.028417027915047743,0.0572841344653482,0.08570116238039593,-0.028867106550300455
dot1,47,0.9945553541666592,0.025699943454948044,irc21,4,1.014737752104292,0.05510391269858436,0.020182397937632768,0.06080237074556167,0.08098476868319443,-0.0406199728079289
dot1,47,0.9945553541666592,0.025699943454948044,mlh1,4,0.9916560102114147,0.2664738429243193,-0.0028993439552444933,0.2677102838077804,0.2648109398525359,-0.2706096277630249
dot1,47,0.9945553541666592,0.025699943454948044,mlh3,4,1.0711041187066308,0.25784785842559355,0.07654876453997161,0.2591254622538134,0.335674226793785,-0.18257669771384177
dot1,47,0.9945553541666592,0.025699943454948044,mms1,2,1.0308377780856572,0.44715576439576893,0.03628242391899805,0.4478936980199118,0.48417612193890985,-0.41161127410091375
dot1,47,0.9945553541666592,0.025699943454948044,mms2,4,0.9863512072276941,0.11174090632361289,-0.008204146938965096,0.11465826284925983,0.10645411591029473,-0.12286240978822492
dot1,47,0.9945553541666592,0.025699943454948044,mms22,3,1.012878549085873,0.46478028488400164,0.018323194919213748,0.46549027950156086,0.4838134744207746,-0.4471670845823471
dot1,47,0.9945553541666592,0.025699943454948044,mph1,4,0.995585123687713,0.19795715419718218,0.001029769521053825,0.19961844101042994,0.20064821053148377,-0.19858867148937612
dot1,47,0.9945553541666592,0.025699943454948044,mre11,4,1.0885863732844192,0.22094365955213247,0.09403101911776002,0.22243333336052884,0.31646435247828886,-0.12840231424276882
dot1,47,0.9945553541666592,0.025699943454948044,nup84,4,0.9333353467731899,0.10220222872151985,-0.06122000739346933,0.10538397719403735,0.04416396980056801,-0.1666039845875067
dot1,47,0.9945553541666592,0.025699943454948044,pif1,3,0.6729635515990031,0.38978112010016075,-0.32159180256765607,0.3906274551028428,0.06903565253518673,-0.7122192576704989
dot1,47,0.9945553541666592,0.025699943454948044,pol30-RR,5,1.032243207916944,0.05240833370194813,0.03768785375028472,0.058370545097697,0.09605839884798172,-0.020682691347412283
dot1,47,0.9945553541666592,0.025699943454948044,pol32,3,0.0010310635847254129,0.004436308547364062,-0.9935242905819338,0.02608002927749396,-0.9674442613044398,-1.0196043198594278
dot1,47,0.9945553541666592,0.025699943454948044,pso2,4,0.9794117665286689,0.0182873077544541,-0.015143587637990286,0.03154223705594839,0.016398649417958107,-0.04668582469393868
dot1,47,0.9945553541666592,0.025699943454948044,psy2,4,0.9940501533694203,0.053798339048809374,-5.05200797238925e-4,0.05962171062623224,0.059116509828993316,-0.060126911423471166
dot1,47,0.9945553541666592,0.025699943454948044,psy4,4,0.9631935591109859,0.21703132330746613,-0.03136179505567327,0.21854766617417223,0.18718587111849896,-0.2499094612298455
dot1,47,0.9945553541666592,0.025699943454948044,rad1,5,0.9921705803076858,0.13759821364147998,-0.002384773858973399,0.13997769640522698,0.13759292254625358,-0.14236247026420037
dot1,47,0.9945553541666592,0.025699943454948044,rad10,4,1.0137643666130052,0.05154147554795612,0.019209012446345985,0.057593496119337,0.07680250856568299,-0.038384483672991014
dot1,47,0.9945553541666592,0.025699943454948044,rad14,5,1.0302370839871695,0.1111641930947252,0.03568172982051032,0.11409629669708336,0.1497780265175937,-0.07841456687657304
dot1,47,0.9945553541666592,0.025699943454948044,rad18,6,0.96937954844284,0.02633063780804602,-0.025175805723819167,0.03679387966722223,0.011618073943403064,-0.0619696853910414
dot1,47,0.9945553541666592,0.025699943454948044,rad2,4,1.0525932126937598,0.22612446626913218,0.05803785852710064,0.22758023055416615,0.2856180890812668,-0.1695423720270655
dot1,47,0.9945553541666592,0.025699943454948044,rad23,4,0.9487554634195674,0.08586253562431935,-0.04579989074709179,0.08962623565354642,0.04382634490645464,-0.13542612640063822
dot1,47,0.9945553541666592,0.025699943454948044,rad27,2,0.60148750921981,2.5957148329812396,-0.3930678449468492,2.595842056299345,2.2027742113524957,-2.988909901246194
dot1,47,0.9945553541666592,0.025699943454948044,rad28,4,1.0306497507112855,0.03192562793412666,0.03609439654462632,0.0409845435814017,0.07707894012602802,-0.004890147036775386
dot1,47,0.9945553541666592,0.025699943454948044,rad5,4,1.0170692817419038,0.13780647711468405,0.02251392757524462,0.1401824248197593,0.1626963523950039,-0.11766849724451467
dot1,47,0.9945553541666592,0.025699943454948044,rad50,2,0.9435280299642868,0.0019990208535622268,-0.05102732420237244,0.02577757121919176,-0.025249752983180676,-0.0768048954215642
dot1,47,0.9945553541666592,0.025699943454948044,rad51,3,1.0803178735345287,0.15589793424548076,0.0857625193678695,0.1580020664282457,0.2437645857961152,-0.07223954706037622
dot1,47,0.9945553541666592,0.025699943454948044,rad52,2,1.0675379708014505,0.8274273661839878,0.07298261663479133,0.8278263908596769,0.9008090074944682,-0.7548437742248856
dot1,47,0.9945553541666592,0.025699943454948044,rad54,7,1.0500098258626522,0.06577544244741083,0.055454471695993046,0.07061795750898055,0.12607242920497358,-0.015163485812987501
dot1,47,0.9945553541666592,0.025699943454948044,rad57,2,0.9641767225637374,0.3763584609987777,-0.030378631602921757,0.37723491124093483,0.3468562796380131,-0.4076135428438566
dot1,47,0.9945553541666592,0.025699943454948044,rad61,3,0.9347572887407334,0.28759200614341346,-0.059798065425925806,0.28873802848114877,0.22893996305522296,-0.3485360939070746
dot1,47,0.9945553541666592,0.025699943454948044,rdh54,3,0.9997263937848896,0.046114443084845254,0.0051710396182304,0.052792319087277835,0.057963358705508235,-0.047621279469047435
dot1,47,0.9945553541666592,0.025699943454948044,rev1,4,0.9797926180741339,0.08685202279344427,-0.01476273609252532,0.09057461541127564,0.07581187931875032,-0.10533735150380096
dot1,47,0.9945553541666592,0.025699943454948044,rev3,5,1.0114632194745021,0.07506857691871936,0.01690786530784294,0.07934594088035765,0.09625380618820059,-0.06243807557251471
dot1,47,0.9945553541666592,0.025699943454948044,rev7,4,0.9762667467045122,0.0406152107189544,-0.018288607462147,0.048063316940600294,0.029774709478453294,-0.06635192440274729
dot1,47,0.9945553541666592,0.025699943454948044,rph1,4,0.9970034251664063,0.06775879867671027,0.0024480709997470873,0.07246890292876304,0.07491697392851013,-0.07002083192901595
dot1,47,0.9945553541666592,0.025699943454948044,rrm3,4,0.979125847615486,0.06386087748218601,-0.015429506551173144,0.06883820717001786,0.053408700618844715,-0.084267713721191
dot1,47,0.9945553541666592,0.025699943454948044,rtt101,5,1.1040218579289225,0.06464697681723512,0.1094665037622633,0.06956808683006643,0.17903459059232973,0.03989841693219687
dot1,47,0.9945553541666592,0.025699943454948044,rtt109,4,1.142755142975544,0.08154232593769474,0.14819978880888485,0.08549642105326263,0.23369620986214748,0.06270336775562221
dot1,47,0.9945553541666592,0.025699943454948044,saw1,4,1.0537304088372152,0.24991523104479793,0.05917505467055606,0.2512331781468408,0.3104082328173969,-0.19205812347628476
dot1,47,0.9945553541666592,0.025699943454948044,sgs1,5,0.9389205951239573,0.08635142156852728,-0.055634759042701876,0.09009470073479929,0.034459941692097415,-0.14572945977750118
dot1,47,0.9945553541666592,0.025699943454948044,shu1,4,0.949253062299702,0.08419512516026509,-0.04530229186695722,0.08803014366874697,0.04272785180178974,-0.13333243553570417
dot1,47,0.9945553541666592,0.025699943454948044,shu2,2,1.016630730015823,0.4011309158018428,0.02207537584916386,0.40195335389272796,0.4240287297418918,-0.3798779780435641
dot1,47,0.9945553541666592,0.025699943454948044,sin4,4,1.0149346559615193,0.09241932161584825,0.02037930179486014,0.09592610750739927,0.11630540930225941,-0.07554680571253913
dot1,47,0.9945553541666592,0.025699943454948044,sky1,4,0.9888568790414975,0.11556144111053918,-0.0056984751251616395,0.1183846855177313,0.11268621039256967,-0.12408316064289295
dot1,47,0.9945553541666592,0.025699943454948044,slx4,4,0.9318251688281111,0.09621792298296625,-0.06273018533854813,0.09959104275357071,0.03686085741502258,-0.16232122809211885
dot1,47,0.9945553541666592,0.025699943454948044,slx5,4,0.9597388573779356,0.0738987702092241,-0.03481649678872356,0.07824011331806233,0.043423616529338765,-0.11305661010678589
dot1,47,0.9945553541666592,0.025699943454948044,slx8,3,1.016991641272543,0.15206690285016475,0.022436287105883856,0.1542233122327133,0.17665959933859715,-0.13178702512682944
dot1,47,0.9945553541666592,0.025699943454948044,snf2,2,1.121382574206798,0.9017331718831225,0.1268272200401388,0.9020993295463557,1.0289265495864945,-0.7752721095062169
dot1,47,0.9945553541666592,0.025699943454948044,sod1,4,0.8789068692303882,0.44450840930311686,-0.115648484936271,0.44525073052694114,0.32960224559067014,-0.5608992154632122
dot1,47,0.9945553541666592,0.025699943454948044,srs2,2,0.850206818770896,0.6847693206974642,-0.1443485353957632,0.6852514207661697,0.5409028853704065,-0.8295999561619329
dot1,47,0.9945553541666592,0.025699943454948044,swi4,4,1.0195003998360295,0.12256595501560745,0.02494504566937028,0.12523138752914717,0.15017643319851745,-0.10028634185977689
dot1,47,0.9945553541666592,0.025699943454948044,tdp1,4,1.057424574085091,0.059898017531859984,0.06286921991843175,0.065178674409921325,0.12804789432835306,-0.0023094544914895737
