A,n_a,P_a_est,ci95_a,Q,n_qa,P_qa_est,ci95_qa,P_q_diff,P_q_diff_ci95,P_q_diff_upr,P_q_diff_lwr
psy4,68,0.9968403735931517,0.019738242511319164,rad54,8,1.0204842060770185,0.06220181863265633,0.02364383248386681,0.0652584435812372,0.08890227606510401,-0.041614611097370385
psy4,68,0.9968403735931517,0.019738242511319164,rad55,2,0.9875623907199207,2.361628798598391,-0.009277982873231005,2.3617112822245474,2.3524332993513166,-2.370989265097778
psy4,68,0.9968403735931517,0.019738242511319164,rad57,6,1.0882383540818226,0.1319783964136449,0.09139798048867087,0.1334462263885826,0.22484420687725348,-0.04204824589991174
psy4,68,0.9968403735931517,0.019738242511319164,rad61,5,1.0548554617883954,0.08699639687399795,0.0580150881952437,0.08920746205611842,0.1472225502513621,-0.031192373860874714
psy4,68,0.9968403735931517,0.019738242511319164,rdh54,5,1.0238400885330021,0.033825279925614925,0.026999714939850428,0.03916309205721447,0.0661628069970649,-0.012163377117364045
psy4,68,0.9968403735931517,0.019738242511319164,rev1,8,0.9658597965446868,0.05095093344259521,-0.030980577048464908,0.05464060611035911,0.023660029061894204,-0.08562118315882403
psy4,68,0.9968403735931517,0.019738242511319164,rev3,7,0.9936546288626845,0.03500441072009929,-0.003185744730467177,0.040185905331310494,0.03700016060084332,-0.04337165006177767
psy4,68,0.9968403735931517,0.019738242511319164,rev7,7,1.0220932400039773,0.009822475460486306,0.02525286641082558,0.02204720484795074,0.04730007125877632,0.003205661562874839
psy4,68,0.9968403735931517,0.019738242511319164,rph1,4,0.9411457298827887,0.07766519942253551,-0.055694643710363034,0.08013414639701266,0.024439502686649628,-0.1358287901073757
psy4,68,0.9968403735931517,0.019738242511319164,rrm3,7,0.9894125407636615,0.05361243790076297,-0.007427832829490222,0.05713047973804187,0.04970264690855165,-0.06455831256753208
