from,to,any_sig,dEMAP_diff
apq12,dia2,TRUE,-0.08077956062660496
apq12,erg2,FALSE,0.047085909024044616
apq12,esc2,FALSE,-0.0038058958982215003
apq12,exo1,FALSE,0.1667525655257006
apq12,gpx2,FALSE,-0.05498625521453078
apq12,hpc2,FALSE,0.128327800179836
apq12,hrq1,FALSE,0.016363970258235706
apq12,ina1,FALSE,-0.0925990790773951
apq12,irc21,FALSE,0.26016289739193793
apq12,mlh1,FALSE,-0.11958179796047616
apq12,mlh3,FALSE,0.09483289095281665
apq12,mms1,TRUE,-0.21211759614139142
apq12,mms2,FALSE,0.005785238578693388
apq12,mms22,FALSE,0.040246798872022815
apq12,mph1,FALSE,0.09433544987869674
apq12,mre11,TRUE,-0.2930265052211996
apq12,mus81,FALSE,0.06586236744480531
apq12,nup84,FALSE,-0.02107720580142072
apq12,pif1,TRUE,-0.28401261493649055
apq12,pol30-RR,TRUE,-0.4569018121221057
apq12,pol32,TRUE,-0.18157261471263272
apq12,pso2,TRUE,-0.10181361972670538
apq12,psy2,FALSE,0.03312617014353904
apq12,psy4,FALSE,0.03984976453445169
apq12,rad1,TRUE,-0.20304527570788222
apq12,rad10,TRUE,-0.10583996302788443
apq12,rad14,FALSE,-0.09019847472268007
apq12,rad18,TRUE,-0.5511930067946091
apq12,rad2,TRUE,-0.19409938907925964
apq12,rad23,FALSE,-0.11259370058664873
apq12,rad27,FALSE,-0.0017709605512894718
apq12,rad28,FALSE,0.15092963469838844
apq12,rad4,TRUE,-0.5626522590773753
apq12,rad5,TRUE,-0.33422003489324775
apq12,rad50,FALSE,-0.14622215122620677
apq12,rad51,TRUE,-0.49856467951196504
apq12,rad52,FALSE,-0.08909790560279715
apq12,rad54,TRUE,-0.3601892297444853
apq12,rad55,FALSE,-0.06509140844548716
apq12,rad57,TRUE,-0.5143517079393878
apq12,rad6,FALSE,-0.006065811622200172
apq12,rad61,FALSE,0.06246800853648372
apq12,rdh54,FALSE,0.04448062535606165
apq12,rev3,TRUE,-0.4408933976199186
apq12,rev7,TRUE,-0.19128315857922337
apq12,rph1,FALSE,0.08980019272500318
apq12,rrm3,FALSE,0.06995717961906786
apq12,rtt101,FALSE,-0.008189892013465169
apq12,rtt107,FALSE,-0.10970215375512561
apq12,rtt109,FALSE,-0.04684512985399392
apq12,saw1,TRUE,-0.3839086800562092
apq12,sgs1,TRUE,-0.3013696023750752
apq12,shu1,FALSE,0.025193548440402874
apq12,shu2,TRUE,0.05151578481468899
apq12,sin4,FALSE,0.16619416704382878
apq12,siz1,FALSE,0.028720928554621904
apq12,sky1,FALSE,0.1941380598815845
apq12,slx4,FALSE,0.03504418180496654
apq12,slx5,TRUE,-0.5098709966747887
apq12,slx8,TRUE,-0.11407741917512113
apq12,snf2,FALSE,0.07902724181609888
apq12,sod1,FALSE,-0.0437948792855918
apq12,srs2,FALSE,-0.03785591829557259
apq12,swi4,FALSE,0.06521963961682896
apq12,tdp1,FALSE,-0.03777141298858341
apq12,top3,FALSE,-0.1087889834495344
apq12,trm10,TRUE,-0.07476211667588073
apq12,ubc13,TRUE,-0.16251733943003496
apq12,vps41,FALSE,-0.009028354150886866
apq12,wss1,FALSE,0.119485203401844
apq12,xrs2,FALSE,-0.28176210712089955
apq12,yku70,FALSE,0.036455848812224904
apq12,yps1,FALSE,-0.05135406930873551
arp6,asf1,FALSE,-0.020974967456945402
arp6,csm2,FALSE,0.11368553322951958
arp6,csm3,TRUE,0.4665990093032507
arp6,ctf18,FALSE,-0.14045682432301182
arp6,ctf4,FALSE,-0.021200537623121008
arp6,dbf2,FALSE,-0.12023504980654978
arp6,dcc1,FALSE,0.10304815637171773
arp6,ddc1,FALSE,0.20742682145299376
arp6,dia2,FALSE,-0.0010093456650988365
arp6,erg2,FALSE,0.11498032705682282
arp6,esc2,TRUE,-0.22972638016634306
arp6,exo1,FALSE,-0.085304306376813
arp6,gpx2,FALSE,0.12511447966613262
arp6,hpc2,FALSE,0.2104516878404972
arp6,hrq1,FALSE,0.11218205809275066
arp6,ina1,FALSE,-0.021347883292251433
arp6,irc21,FALSE,0.2077090904663376
arp6,mlh1,FALSE,0.07041172492158954
arp6,mlh3,FALSE,0.08762815954932238
arp6,mms1,FALSE,-0.07637354649536209
arp6,mms2,FALSE,-0.0919314422579903
arp6,mms22,TRUE,0.13587880219538323
arp6,mph1,FALSE,0.01485654859692314
arp6,mre11,TRUE,-0.24492810641142748
arp6,mus81,FALSE,0.1884099113337275
arp6,nup84,FALSE,0.10180456056507059
arp6,pif1,FALSE,0.3282838562748498
arp6,pol30-RR,TRUE,-0.6737996106216586
arp6,pol32,FALSE,0.10348278964899839
arp6,pso2,FALSE,-0.04124199539396359
arp6,psy2,FALSE,0.045444547084084144
arp6,psy4,FALSE,0.10954881303410105
arp6,rad1,FALSE,-0.08209228619899232
arp6,rad10,FALSE,0.05089970924155401
arp6,rad14,FALSE,0.054796333877504405
arp6,rad18,FALSE,-0.0636025396235881
arp6,rad2,FALSE,0.12475747812111775
arp6,rad23,TRUE,-0.6650896692925257
arp6,rad27,FALSE,0.11643147013019323
arp6,rad28,FALSE,0.122260462082084
arp6,rad50,TRUE,-0.16953246355146256
arp6,rad51,FALSE,-0.2396976297506348
arp6,rad52,FALSE,-0.0228206326121822
arp6,rad54,FALSE,-0.27934966892408686
arp6,rad57,TRUE,-0.17206578969726105
arp6,rad61,TRUE,0.09060842270615982
arp6,rdh54,FALSE,0.005529909648718031
arp6,rev3,FALSE,-0.09202719135677175
arp6,rev7,FALSE,0.023245061444521105
arp6,rph1,FALSE,0.11703171556600028
arp6,rrm3,FALSE,0.1528151920040955
arp6,rtt101,FALSE,0.032746714519394
arp6,rtt107,FALSE,-0.03232779021536782
arp6,rtt109,FALSE,0.22133827411168663
arp6,saw1,FALSE,0.25565349193479603
arp6,sgs1,FALSE,0.13316070461255822
arp6,shu1,FALSE,0.0012100946292999614
arp6,shu2,FALSE,0.25639380888786567
arp6,sin4,FALSE,0.20302619900912425
arp6,siz1,TRUE,0.08142932168510714
arp6,sky1,FALSE,0.043970924220991726
arp6,slx4,FALSE,0.07416124891250078
arp6,slx8,FALSE,0.05943677029970203
arp6,snf2,FALSE,-0.02566046009863304
arp6,sod1,FALSE,-0.12066970002345977
arp6,srs2,FALSE,-0.023554825588851105
arp6,swi4,FALSE,0.14937445249578452
arp6,tdp1,FALSE,0.11308263148264755
arp6,top3,FALSE,-0.029674370355911875
arp6,trm10,FALSE,-0.04061937441681619
arp6,ubc13,TRUE,-0.07757314873992702
arp6,vps41,FALSE,0.22420240372115197
arp6,wss1,FALSE,0.22845117687555389
arp6,xrs2,FALSE,0.1174576208860707
arp6,yku70,FALSE,0.01231493653134574
arp8,aft1,FALSE,7.499460549441925e-4
arp8,asf1,FALSE,1.6374140388128767e-4
arp8,csm2,FALSE,0.0051015233874777445
arp8,csm3,FALSE,0.059573599389470495
arp8,ctf18,FALSE,-7.191749151332412e-5
arp8,ctf4,FALSE,1.815274533067024e-4
arp8,ctf8,FALSE,8.208145957323367e-4
arp8,dbf2,FALSE,4.600491805982664e-4
arp8,dcc1,FALSE,-3.4957377218639663e-4
arp8,ddc1,FALSE,-0.0016886626966026595
arp8,def1,FALSE,0.02357540577158732
arp8,dhh1,FALSE,7.242147483832747e-4
arp8,dia2,FALSE,2.1577991862541863e-4
arp8,erg2,FALSE,-3.161699021495621e-5
arp8,esc2,FALSE,0.001347996144415837
arp8,exo1,TRUE,-0.0013023359674351706
arp8,gpx2,TRUE,-2.8078091146557175e-4
arp8,hpc2,FALSE,6.320167272409913e-4
arp8,hrq1,FALSE,0.005036627223911329
arp8,ina1,FALSE,-3.0133559154151755e-4
arp8,irc21,FALSE,-1.6672262530734416e-4
arp8,mlh1,FALSE,-1.570789301697159e-4
arp8,mlh3,FALSE,-4.387985151327969e-4
arp8,mms1,TRUE,-3.14505005216716e-4
arp8,mms2,FALSE,0.0011830636729455975
arp8,mms22,FALSE,-2.532129616934146e-4
arp8,mph1,FALSE,1.683429322224333e-4
arp8,mre11,FALSE,4.614549067993821e-4
arp8,mus81,FALSE,9.873804320956415e-4
arp8,nup84,TRUE,0
arp8,pif1,FALSE,-4.436706124784573e-4
arp8,pol30-RR,FALSE,7.310555095026678e-4
arp8,pol32,FALSE,-8.269067016004512e-5
arp8,pso2,FALSE,-7.386582380793711e-4
arp8,psy2,FALSE,-4.042646731063242e-4
arp8,psy4,FALSE,1.8593972824916977e-5
arp8,rad1,FALSE,1.0038913505502027e-4
arp8,rad10,FALSE,0.0013135569146761968
arp8,rad14,FALSE,-7.384531592134515e-4
arp8,rad18,FALSE,4.385277273139642e-4
arp8,rad2,FALSE,-1.9077104526635377e-4
arp8,rad23,FALSE,7.047380856730053e-4
arp8,rad27,FALSE,0.0010651517615446766
arp8,rad28,FALSE,8.519324108267137e-4
arp8,rad4,FALSE,-2.0871431800499073e-4
arp8,rad5,FALSE,6.970683514861054e-4
arp8,rad50,FALSE,4.4253067885475134e-4
arp8,rad51,FALSE,3.590017126045723e-4
arp8,rad52,FALSE,4.155561269865247e-4
arp8,rad54,FALSE,4.2768756627834166e-5
arp8,rad55,FALSE,1.2485180953003653e-4
arp8,rad57,TRUE,-1.7699877978633792e-4
arp8,rad6,FALSE,0.005501311847978193
arp8,rad61,FALSE,-1.0549788524744731e-4
arp8,rdh54,FALSE,-0.22147034932766024
arp8,rev3,FALSE,1.4514044592628306e-5
arp8,rev7,FALSE,-9.532221139936624e-4
arp8,rph1,FALSE,6.354686039139597e-4
arp8,rrm3,FALSE,-3.372244783244847e-4
arp8,rtt101,FALSE,0.007929128330061088
arp8,rtt107,FALSE,6.031071065176091e-5
arp8,rtt109,FALSE,1.1977700135424456e-4
arp8,saw1,FALSE,0.006413501366052611
arp8,sgs1,FALSE,0.006661003261538752
arp8,shu1,FALSE,-4.724260460786058e-5
arp8,shu2,FALSE,1.7271856091338903e-5
arp8,sin4,FALSE,5.234310313340305e-4
arp8,siz1,FALSE,8.25854856859604e-4
arp8,sky1,FALSE,-4.9699341160631734e-5
arp8,slx4,FALSE,-0.0012158519219876503
arp8,slx5,FALSE,1.0805047347903067e-4
arp8,slx8,FALSE,-5.998647402316328e-4
arp8,snf2,FALSE,-5.672001066333998e-4
arp8,sod1,TRUE,0
arp8,srs2,FALSE,0.0021931400082105413
arp8,swi4,FALSE,0.003795149102505426
arp8,tdp1,FALSE,-1.4127747825003523e-4
arp8,top3,FALSE,8.619317412950716e-4
arp8,trm10,FALSE,-2.3461347901194615e-4
arp8,ubc13,FALSE,-0.001695982009400716
arp8,vps41,FALSE,2.85690012095027e-4
arp8,wss1,FALSE,-9.031108279614363e-4
arp8,xrs2,FALSE,3.9539940023676533e-4
arp8,yku70,FALSE,-0.0020455086469972263
arp8,yps1,FALSE,-5.171727278005229e-4
asf1,aft1,FALSE,0.32309253210644634
asf1,apn1,FALSE,0.016711760387135236
asf1,apq12,TRUE,-0.18639713308585795
asf1,arp6,FALSE,-0.020974967456945402
asf1,arp8,FALSE,1.6374140388128767e-4
asf1,bem1,FALSE,-0.03440887622604473
asf1,bfa1,FALSE,-0.07489682430960318
asf1,bim1,TRUE,-0.14685444938982184
asf1,bre1,FALSE,-0.09838514309914648
asf1,cac2,FALSE,0.15638972922194955
asf1,ccr4,TRUE,-0.1028162116618977
asf1,ccs1,FALSE,-0.015269288456198092
asf1,chc1,FALSE,0.0044608709825166406
asf1,chk1,FALSE,0.12144384613277877
asf1,chl1,FALSE,-0.05807151350204116
asf1,cik1,FALSE,6.361579499626076e-4
asf1,cka2,FALSE,-0.01913993533363745
asf1,ckb1,TRUE,-0.3253593493763732
asf1,clb2,FALSE,-0.1572588298450321
asf1,clb5,FALSE,-0.01937317805304573
asf1,cln1,FALSE,0.0739761362225608
asf1,csm2,TRUE,-0.05967756143530867
asf1,csm3,FALSE,0.006449897475403917
asf1,ctf18,FALSE,-0.1577270242537433
asf1,ctf4,FALSE,0.06526928174827461
asf1,ctf8,FALSE,-0.17064502892216027
asf1,dbf2,FALSE,0.31861119922098813
asf1,dcc1,FALSE,0.13394489064643195
asf1,dcn1,FALSE,-0.09579476476428353
asf1,ddc1,FALSE,-0.005265505029153267
asf1,def1,FALSE,2.6783251847785225e-4
asf1,dhh1,FALSE,-0.07130899592504016
asf1,dia2,FALSE,0.03418057093068719
asf1,dot1,FALSE,0.007728109213051187
asf1,dpb4,TRUE,-0.11788012148493726
asf1,dun1,FALSE,-0.04110702134245195
asf1,eap1,FALSE,0.0020328880971271176
asf1,elg1,FALSE,-0.014691457340774774
asf1,eps1,FALSE,-0.06520722801301271
asf1,erd1,FALSE,-0.03033489200984013
asf1,erg2,FALSE,-0.14209796542201564
asf1,esc2,TRUE,-0.21990252078618128
asf1,exo1,FALSE,0.06961347478763462
asf1,gcn5,FALSE,-0.13324102033544108
asf1,get1,FALSE,-0.04704783207277074
asf1,gnd1,FALSE,0.017488909581098847
asf1,gph1,TRUE,0.1362064807881096
asf1,gpx2,FALSE,0.05361597746781091
asf1,hcs1,FALSE,0.033597864694612053
asf1,hir2,FALSE,-0.011497618372442741
asf1,hnt3,FALSE,-0.04829273966853524
asf1,hpc2,TRUE,-0.1057870007230926
asf1,hpr1,FALSE,-0.09212699270357776
asf1,hrq1,FALSE,-0.02958256882873031
asf1,hsl1,TRUE,-0.2585041250957327
asf1,hur1,FALSE,-0.028434742851933047
asf1,imp2',FALSE,0.11772539751435039
asf1,ina1,TRUE,-0.1859415819359789
asf1,ira2,FALSE,-0.0930476128465554
asf1,irc21,FALSE,-0.0785515957603779
asf1,lpd1,FALSE,-0.07311498345646823
asf1,lte1,FALSE,-0.13202257559366715
asf1,met18,TRUE,-0.10683729521618243
asf1,mgs1,FALSE,-0.02651543115543158
asf1,mkk1,TRUE,-0.09936612240997533
asf1,mlh1,FALSE,0.06526046311229035
asf1,mlh2,FALSE,-0.12198669637796608
asf1,mlh3,FALSE,0.06886126815027628
asf1,mms1,FALSE,0.026712581845975095
asf1,mms2,TRUE,-0.1328970802050834
asf1,mms22,TRUE,0.15336660528868984
asf1,mms4,FALSE,-0.11794163200368901
asf1,mph1,FALSE,0.04693902624244102
asf1,mre11,FALSE,-0.03759566440904445
asf1,msh2,FALSE,1.8271282024447517e-4
asf1,msh3,FALSE,-0.11798877095533701
asf1,msh6,TRUE,-0.19861695165130905
asf1,mub1,TRUE,-0.042185212990625276
asf1,mus81,TRUE,-0.22964350342388573
asf1,nmd2,FALSE,-0.042341374935293864
asf1,npl6,FALSE,0.002432829106249629
asf1,nup60,FALSE,-0.0300905039035893
asf1,nup84,FALSE,0.29371190189261753
asf1,pfd1,FALSE,-0.026926373657217964
asf1,pho80,FALSE,-0.03586618182161308
asf1,pif1,FALSE,-0.28219677458876846
asf1,pol30-RR,FALSE,-0.38117530835789726
asf1,pol32,TRUE,0.2697787128979551
asf1,pso2,FALSE,-0.0427858661323188
asf1,psy1,TRUE,-0.12592486536405822
asf1,psy2,FALSE,0.011592755143208032
asf1,psy3,FALSE,-0.02331040911143616
asf1,psy4,FALSE,0.16087175909341014
asf1,ptc2,FALSE,-0.11120900537424841
asf1,rad1,TRUE,-0.3667364848530674
asf1,rad10,TRUE,-0.4963579808785696
asf1,rad14,TRUE,-0.28696066672555276
asf1,rad16,FALSE,-0.03145117121166203
asf1,rad17,FALSE,-0.014118373327085395
asf1,rad18,TRUE,-0.29570324873075815
asf1,rad2,TRUE,-0.6882698561088784
asf1,rad23,FALSE,-0.05539102796213406
asf1,rad24,TRUE,-0.16336104506460095
asf1,rad26,FALSE,-0.05127946309812776
asf1,rad27,FALSE,0.0027144767805949294
asf1,rad28,FALSE,0.20655421442551103
asf1,rad30,FALSE,-0.23460310530595022
asf1,rad33,FALSE,0.10105555953304537
asf1,rad34,TRUE,-0.2114217486628801
asf1,rad4,TRUE,-0.6099339223556353
asf1,rad5,TRUE,-0.05057370169547215
asf1,rad50,TRUE,-0.12710805491153224
asf1,rad51,FALSE,-0.3524431491651323
asf1,rad52,FALSE,-0.15437515662034468
asf1,rad54,TRUE,-0.090046358750061
asf1,rad55,FALSE,-0.20602730772419964
asf1,rad57,TRUE,-0.19920389707567226
asf1,rad59,FALSE,-0.022933219419427185
asf1,rad6,FALSE,0.4497437687912118
asf1,rad61,FALSE,-0.02653074314418989
asf1,rad7,FALSE,0.04922908421969997
asf1,rad9,FALSE,0.024724551386016
asf1,rcy1,FALSE,0.056603712285068275
asf1,rdh54,TRUE,-0.2595809859298109
asf1,ref2,FALSE,0.2677913123617174
asf1,reg1,FALSE,-7.946721081763173e-5
asf1,rev1,TRUE,0.37265098131092333
asf1,rev3,TRUE,-0.4488462846202581
asf1,rev7,FALSE,-0.28891132218247384
asf1,rmi1,FALSE,0.1923500468119643
asf1,rnh203,FALSE,-0.023157197204947712
asf1,rpb9,FALSE,-0.03704975789711999
asf1,rph1,FALSE,0.06945559001692489
asf1,rpl20b,FALSE,-0.029192857191517232
asf1,rrd1,FALSE,0.2496601269668
asf1,rrm3,FALSE,0.14962925599803945
asf1,rtf1,FALSE,-0.07520477733362484
asf1,rts1,TRUE,-0.17703343730375456
asf1,rtt101,FALSE,0.327822506095272
asf1,rtt107,FALSE,0.12135207017072257
asf1,rtt109,TRUE,0.3598615089743047
asf1,sac1,FALSE,-0.0021613531183527594
asf1,sae2,TRUE,-0.09895640979951814
asf1,saw1,TRUE,-0.25186357666982445
asf1,sec22,FALSE,-0.042984704482111565
asf1,sec66,FALSE,-0.03730910143273405
asf1,sgs1,FALSE,-0.10021544447755479
asf1,shu1,TRUE,-0.14967063034624484
asf1,shu2,TRUE,-0.15147134056576428
asf1,sic1,FALSE,-0.07876738657091044
asf1,sin3,FALSE,0.0028016634895915308
asf1,sin4,FALSE,0.029442972417509074
asf1,sis2,TRUE,-0.09263384163621419
asf1,siz1,FALSE,-0.017776568072249158
