A,n_a,P_a_est,ci95_a,C,n_ac,P_ac_est,ci95_ac,P_c_diff,P_c_diff_ci95,P_c_diff_upr,P_c_diff_lwr
apn1,67,0.7915855674838744,0.08539698001265647,125,3,0.6176871695585441,1.3465912920238026,-0.17389839792533035,1.349296391438744,1.1753979935134136,-1.5231947893640743
apq12,68,0.6162357072617739,0.017714114105985678,2.5,4,0.5946949032512016,0.05020959009881551,-0.021540804010572345,0.05324277205828932,0.03170196804771697,-0.07478357606886166
apq12,68,0.6162357072617739,0.017714114105985678,5,29,0.6349464521876578,0.024980682221793466,0.01871074492588387,0.03062391749639665,0.04933466242228052,-0.011913172570512779
apq12,68,0.6162357072617739,0.017714114105985678,10,39,0.6167333062947744,0.024715388485084935,4.975990330005065e-4,0.0304078980945502,0.030905497127550707,-0.029910299061549694
apq12,68,0.6162357072617739,0.017714114105985678,20,4,0.6511888671079894,0.19753111486028246,0.0349531598462155,0.1983238038574946,0.2332769637037101,-0.1633706440112791
apq12,68,0.6162357072617739,0.017714114105985678,25,62,0.5907142666696122,0.018649879836751444,-0.02552144059216166,0.025721738986412813,2.002983942511541e-4,-0.05124317957857447
apq12,68,0.6162357072617739,0.017714114105985678,30,4,0.62752101237232,0.1871120735939384,0.011285305110546151,0.1879487108846009,0.19923401599514706,-0.17666340577405476
apq12,68,0.6162357072617739,0.017714114105985678,35,12,0.5560888430505755,0.03465071929579382,-0.060146864211198414,0.038916091611000445,-0.02123077260019797,-0.09906295582219886
apq12,68,0.6162357072617739,0.017714114105985678,40,31,0.5517819054607018,0.03547266715011185,-0.06445380180107207,0.0396497156774485,-0.024804086123623573,-0.10410351747852058
apq12,68,0.6162357072617739,0.017714114105985678,50,9,0.5643153649626504,0.039471580408950234,-0.051920342299123456,0.04326425197019018,-0.008656090328933275,-0.09518459426931364
apq12,68,0.6162357072617739,0.017714114105985678,60,13,0.5441878305509309,0.061541642399795655,-0.072047876710843,0.06404032782414693,-0.008007548886696081,-0.13608820453498993
apq12,68,0.6162357072617739,0.017714114105985678,80,39,0.42576686230972094,0.03479255943919276,-0.19046884495205296,0.03904243884402769,-0.15142640610802527,-0.22951128379608066
