A,n_a,P_a_est,ci95_a,C,n_ac,P_ac_est,ci95_ac,P_c_diff,P_c_diff_ci95,P_c_diff_upr,P_c_diff_lwr
ctf8,68,0.4951557177539238,0.09793668698496816,20,4,0.750534789047153,0.10307878734529648,0.2553790712932292,0.14218590316261484,0.39756497445584404,0.11319316813061434
ctf8,68,0.4951557177539238,0.09793668698496816,25,62,0.4142633972238831,0.09560122309089235,-0.0808923205300407,0.13686193230429783,0.05596961177425713,-0.21775425283433852
ctf8,68,0.4951557177539238,0.09793668698496816,30,4,0.6990738192181019,0.09127602785161039,0.20391810146417805,0.13387646513842374,0.33779456660260176,0.0700416363257543
ctf8,68,0.4951557177539238,0.09793668698496816,35,12,0.5602488367329178,0.16692026915253166,0.065093118978994,0.19353028422328442,0.2586234032022784,-0.1284371652442904
ctf8,68,0.4951557177539238,0.09793668698496816,40,31,0.4297974118322538,0.12229590001682782,-0.06535830592167002,0.15667763662538944,0.09131933070371942,-0.22203594254705947
ctf8,68,0.4951557177539238,0.09793668698496816,50,9,0.3878297214275428,0.29104854797051705,-0.10732599632638101,0.30708443779087535,0.19975844146449434,-0.41441043411725637
ctf8,68,0.4951557177539238,0.09793668698496816,60,13,0.3214079440265556,0.18757336765582144,-0.17374777372736822,0.21160189723000497,0.037854123502636755,-0.38534967095737316
ctf8,68,0.4951557177539238,0.09793668698496816,80,39,0.20101674518586848,0.06936064531493805,-0.2941389725680553,0.12001039028390945,-0.17412858228414588,-0.4141493628519648
ctf8,68,0.4951557177539238,0.09793668698496816,100,5,0.2576007969558944,0.4721455207937394,-0.23755492079802942,0.48219600523353884,0.24464108443550941,-0.7197509260315682
ctf8,68,0.4951557177539238,0.09793668698496816,125,4,NA,NA,NA,NA,NA,NA
dbf2,68,0.8752865092618647,0.022524918005508102,2.5,4,0.8416863266610812,0.13758405978198318,-0.03360018260078346,0.13941572880147773,0.10581554620069428,-0.1730159114022612
dbf2,68,0.8752865092618647,0.022524918005508102,5,29,0.8528959934138564,0.04189189893086621,-0.02239051584800833,0.04756367445003353,0.0251731586020252,-0.06995419029804187
dbf2,68,0.8752865092618647,0.022524918005508102,10,39,0.8397283130295438,0.0327878780452517,-0.03555819623232093,0.03977960379220941,0.004221407559888486,-0.07533780002453033
dbf2,68,0.8752865092618647,0.022524918005508102,20,4,0.8572018730574882,0.2752153807880397,-0.018084636204376503,0.2761356147863954,0.2580509785820189,-0.2942202509907719
dbf2,68,0.8752865092618647,0.022524918005508102,25,61,0.8276084721232866,0.016151846391743344,-0.0476780371385781,0.027717396577192015,-0.019960640561386085,-0.07539543371577012
dbf2,68,0.8752865092618647,0.022524918005508102,30,4,0.8829527938359522,0.45483305730036105,0.0076662845740874674,0.45539047195165205,0.4630567565257395,-0.4477241873775646
dbf2,68,0.8752865092618647,0.022524918005508102,35,12,0.7965848474634077,0.03635302504839022,-0.07870166179845695,0.04276580832071048,-0.035935853477746464,-0.12146747011916742
dbf2,68,0.8752865092618647,0.022524918005508102,40,31,0.7934371049462083,0.028541394443833388,-0.08184940431565635,0.036359085906460115,-0.045490318409196234,-0.11820849022211646
dbf2,68,0.8752865092618647,0.022524918005508102,50,9,0.7967219095309267,0.08757278728508236,-0.07856459973093799,0.09042325477460511,0.011858655043667121,-0.1689878545055431
dbf2,68,0.8752865092618647,0.022524918005508102,60,15,0.7535334563435485,0.05248250836481149,-0.12175305291831617,0.05711204439886013,-0.06464100851945603,-0.1788650973171763
dbf2,68,0.8752865092618647,0.022524918005508102,80,39,0.6468665482284133,0.03695582716800598,-0.2284199610334514,0.043279384154888245,-0.18514057687856317,-0.27169934518833966
dbf2,68,0.8752865092618647,0.022524918005508102,100,5,0.36964147965716243,0.1753341074249968,-0.5056450296047023,0.17677505807572286,-0.3288699715289794,-0.6824200876804252
dbf2,68,0.8752865092618647,0.022524918005508102,125,4,NA,NA,NA,NA,NA,NA
dcn1,67,0.880336965270313,0.0372509462752913,2.5,4,0.8407801453859061,0.15234598532175297,-0.03955681988440696,0.15683409145354976,0.1172772715691428,-0.19639091133795672
dcn1,67,0.880336965270313,0.0372509462752913,5,28,0.9050582962496276,0.04858604079406296,0.024721330979314615,0.06122284180309657,0.08594417278241118,-0.03650151082378195
dcn1,67,0.880336965270313,0.0372509462752913,10,38,0.9121275311977926,0.04587548145369085,0.03179056592747953,0.059094778085822204,0.09088534401330173,-0.027304212158342674
dcn1,67,0.880336965270313,0.0372509462752913,20,3,1.013400319013499,0.15634887914986126,0.133063353743186,0.1607252469583499,0.2937886007015359,-0.02766189321516388
dcn1,67,0.880336965270313,0.0372509462752913,25,62,0.8923017128851126,0.039884389103104545,0.011964747614799598,0.05457469644929308,0.06653944406409268,-0.04260994883449348
dcn1,67,0.880336965270313,0.0372509462752913,30,3,0.9971553145944928,0.08386782538995584,0.11681834932417978,0.0917684321215349,0.2085867814457147,0.025049917202644878
dcn1,67,0.880336965270313,0.0372509462752913,35,12,0.832422793673468,0.06953175138258445,-0.04791417159684497,0.07888154060827016,0.03096736901142519,-0.12679571220511512
dcn1,67,0.880336965270313,0.0372509462752913,40,30,0.8558537580413071,0.0589472320440909,-0.024483207229005877,0.06973097707665177,0.04524776984764589,-0.09421418430565764
dcn1,67,0.880336965270313,0.0372509462752913,50,9,0.9315554736760093,0.08476114541008505,0.051218508405696306,0.09258555378477908,0.14380406219047537,-0.04136704537908277
dcn1,67,0.880336965270313,0.0372509462752913,60,12,0.9561197944336537,0.11297696104757399,0.07578282916334067,0.1189597693590135,0.19474259852235418,-0.043176940195672836
dcn1,67,0.880336965270313,0.0372509462752913,80,38,0.8752318040541804,0.06120728926204089,-0.005105161216132581,0.07165169402890474,0.06654653281277216,-0.07675685524503732
dcn1,67,0.880336965270313,0.0372509462752913,100,4,0.9543274340656608,0.1631958945046064,0.07399046879534776,0.16739334808039194,0.2413838168757397,-0.09340287928504418
dcn1,67,0.880336965270313,0.0372509462752913,125,3,0.9507538561852712,0.19644375446698953,0.07041689091495817,0.19994444645323736,0.27036133736819556,-0.1295275555382792
ddc1,68,0.9125217779373145,0.0685501301307122,2.5,4,1.0147439253387776,0.07462655768134246,0.10222214740146307,0.10133234159094673,0.2035544889924098,8.89805810516342e-4
ddc1,68,0.9125217779373145,0.0685501301307122,5,29,0.8771439829590973,0.12578241399365042,-0.035377794978217136,0.14324920946032352,0.10787141448210638,-0.17862700443854065
ddc1,68,0.9125217779373145,0.0685501301307122,10,39,0.9108380239516247,0.0854309825730006,-0.001683753985689762,0.10953343381966033,0.10784967983397056,-0.11121718780535009
ddc1,68,0.9125217779373145,0.0685501301307122,20,4,0.8017282381252857,0.5690948983745503,-0.11079353981202877,0.5732086214432554,0.4624150816312266,-0.6840021612552841
ddc1,68,0.9125217779373145,0.0685501301307122,25,62,0.8613406566894197,0.06984292945922904,-0.051181121247894756,0.09786294056681734,0.04668181931892258,-0.14904406181471208
ddc1,68,0.9125217779373145,0.0685501301307122,30,4,0.7727505010705794,0.4884411716071547,-0.13977127686673507,0.4932280390062061,0.353456762139471,-0.6329993158729412
ddc1,68,0.9125217779373145,0.0685501301307122,35,12,0.7295451708858851,0.21585490069148583,-0.18297660705142937,0.2264783841638508,0.043501777112421425,-0.4094549912152802
ddc1,68,0.9125217779373145,0.0685501301307122,40,31,0.7798583411563196,0.11458806694505415,-0.1326634367809949,0.13352732090153607,8.638841205411696e-4,-0.266190757682531
ddc1,68,0.9125217779373145,0.0685501301307122,50,9,0.8244289348991053,0.2119549123288276,-0.08809284303820919,0.2227644612617968,0.1346716182235876,-0.310857304300006
ddc1,68,0.9125217779373145,0.0685501301307122,60,13,0.7403218284504656,0.13314640565580393,-0.1721999494868489,0.1497567550396224,-0.022443194447226505,-0.3219567045264713
ddc1,68,0.9125217779373145,0.0685501301307122,80,39,0.5481595187799654,0.07476759378646104,-0.3643622591573491,0.10143625299445373,-0.26292600616289535,-0.46579851215180285
ddc1,68,0.9125217779373145,0.0685501301307122,100,5,0.3566427013167744,0.22912624794440895,-0.5558790766205401,0.23916094546982444,-0.3167181311507157,-0.7950400220903646
ddc1,68,0.9125217779373145,0.0685501301307122,125,4,NA,NA,NA,NA,NA,NA
def1,68,7.279393629125067e-4,0.02802056444314442,2.5,4,0.004213634411772383,0.005280726567484327,0.003485695048859876,0.028513823047654343,0.03199951809651422,-0.025028127998794468
def1,68,7.279393629125067e-4,0.02802056444314442,5,29,1.5950364618004209e-4,0.001097075951568745,-5.684357167324647e-4,0.028042032867749082,0.027473597151016618,-0.028610468584481547
def1,68,7.279393629125067e-4,0.02802056444314442,10,39,4.044328759856354e-4,4.799927939603063e-4,-3.235064869268713e-4,0.028024675284375074,0.027701168797448203,-0.028348181771301946
def1,68,7.279393629125067e-4,0.02802056444314442,20,4,0,0,-7.279393629125067e-4,0.02802056444314442,0.027292625080231912,-0.028748503806056924
def1,68,7.279393629125067e-4,0.02802056444314442,25,62,3.728699713401008e-4,0.030622221428311378,-3.550693915724059e-4,0.04150749904435272,0.04115242965278031,-0.041862568435925125
def1,68,7.279393629125067e-4,0.02802056444314442,30,4,1.4506632933710282e-4,1.9192890966743278e-4,-5.828730335754039e-4,0.02802122175100107,0.027438348717425665,-0.028604094784576473
def1,68,7.279393629125067e-4,0.02802056444314442,35,12,2.1469931707687113e-4,3.951737853888841e-4,-5.132400458356356e-4,0.02802335087089101,0.027510110825055376,-0.028536590916726647
def1,68,7.279393629125067e-4,0.02802056444314442,40,31,4.3656251989261104e-4,0.0011542672404613985,-2.913768430198957e-4,0.02804432856345132,0.027752951720431424,-0.028335705406471217
def1,68,7.279393629125067e-4,0.02802056444314442,50,9,2.892096961436954e-4,5.654523223799863e-4,-4.3872966676881134e-4,0.028026269249425514,0.027587539582656702,-0.028464998916194327
def1,68,7.279393629125067e-4,0.02802056444314442,60,13,4.4866100014980675e-4,8.204873695026143e-4,-2.7927836276269997e-4,0.02803257446678636,0.02775329610402366,-0.02831185282954906
def1,68,7.279393629125067e-4,0.02802056444314442,80,39,1.830563996273486e-4,0.046896419448390556,-5.448829632851581e-4,0.0546299019657897,0.05408501900250454,-0.055174784929074856
def1,68,7.279393629125067e-4,0.02802056444314442,100,5,4.25298365034481e-5,7.455329878966783e-5,-6.854095264090586e-4,0.028020663623596957,0.027335254097187896,-0.028706073150006017
def1,68,7.279393629125067e-4,0.02802056444314442,125,4,NA,NA,NA,NA,NA,NA
dhh1,68,0.17073878275468385,0.08640046564154323,2.5,4,0.005804013187135273,0.009971024689664225,-0.16493476956754857,0.0869739144596665,-0.07796085510788207,-0.25190868402721506
dhh1,68,0.17073878275468385,0.08640046564154323,5,29,0.08715257662037586,0.10339143180802451,-0.08358620613430799,0.13473985540436384,0.05115364927005585,-0.21832606153867185
dhh1,68,0.17073878275468385,0.08640046564154323,10,39,0.1826313486845168,0.11808733416966412,0.011892565929832954,0.14632039828531568,0.15821296421514863,-0.13442783235548272
dhh1,68,0.17073878275468385,0.08640046564154323,20,4,0.002066142943829675,0.006575388977778753,-0.16867263981085417,0.08665030988568123,-0.08202232992517294,-0.2553229496965354
dhh1,68,0.17073878275468385,0.08640046564154323,25,62,0.16269566639645586,0.087856602569582,-0.008043116358227992,0.12322265651309816,0.11517954015487017,-0.13126577287132615
dhh1,68,0.17073878275468385,0.08640046564154323,30,4,4.6208928690814424e-5,1.4705743438320069e-4,-0.17069257382599304,0.08640059079059877,-0.08429198303539427,-0.2570931646165918
dhh1,68,0.17073878275468385,0.08640046564154323,35,12,0.11803101733415673,0.17152249981707726,-0.05270776542052712,0.19205470159976495,0.13934693617923782,-0.24476246702029208
dhh1,68,0.17073878275468385,0.08640046564154323,40,31,0.20064527283496641,0.15107453422379843,0.029906490080282566,0.17403607486384293,0.2039425649441255,-0.14412958478356036
dhh1,68,0.17073878275468385,0.08640046564154323,50,9,0.11284757525125079,0.2203738293615972,-0.05789120750343306,0.23670586205366748,0.17881465455023443,-0.2945970695571005
dhh1,68,0.17073878275468385,0.08640046564154323,60,13,0.048133607788919196,0.07437940339444644,-0.12260517496576465,0.11400585999144643,-0.00859931497431822,-0.23661103495721109
dhh1,68,0.17073878275468385,0.08640046564154323,80,39,0.08716460553689444,0.11432995654565395,-0.08357417721778941,0.1433051967892533,0.059731019571463886,-0.22687937400704272
dhh1,68,0.17073878275468385,0.08640046564154323,100,5,6.188934475322958e-5,1.7183236830400298e-4,-0.1706768934099306,0.08640063651060846,-0.08427625689932215,-0.25707752992053906
dhh1,68,0.17073878275468385,0.08640046564154323,125,4,NA,NA,NA,NA,NA,NA
dia2,68,0.5600384172526157,0.0206642565418256,2.5,4,0.6001914121533056,0.16335283248332155,0.04015299490068991,0.16465466704211726,0.20480766194280717,-0.12450167214142735
dia2,68,0.5600384172526157,0.0206642565418256,5,29,0.550336154583427,0.02638106157879931,-0.009702262669188721,0.03351077302078816,0.023808510351599435,-0.04321303568997688
dia2,68,0.5600384172526157,0.0206642565418256,10,39,0.5236826859709147,0.029694058773244013,-0.036355731281701,0.03617663092184307,-1.7910035985792966e-4,-0.07253236220354406
dia2,68,0.5600384172526157,0.0206642565418256,20,4,0.4581607978957486,0.09113015147372022,-0.10187761935686712,0.09344365150211957,-0.008433967854747551,-0.1953212708589867
dia2,68,0.5600384172526157,0.0206642565418256,25,62,0.4876126869855795,0.023121195310118275,-0.07242573026703619,0.03100969479042026,-0.04141603547661593,-0.10343542505745645
dia2,68,0.5600384172526157,0.0206642565418256,30,4,0.40907701582036915,0.0898698194825747,-0.15096140143224657,0.09221494430002626,-0.058746457132220306,-0.24317634573227281
dia2,68,0.5600384172526157,0.0206642565418256,35,12,0.4023958417910197,0.06153475963262344,-0.157642575461596,0.06491177197913431,-0.09273080348246168,-0.2225543474407303
dia2,68,0.5600384172526157,0.0206642565418256,40,31,0.41194888860460266,0.03953493791753497,-0.14808952864801306,0.04460967176038988,-0.10347985688762318,-0.19269920040840294
dia2,68,0.5600384172526157,0.0206642565418256,50,9,0.44987749244249736,0.03829335204731776,-0.11016092481011835,0.0435131280126607,-0.06664779679745766,-0.15367405282277904
dia2,68,0.5600384172526157,0.0206642565418256,60,13,0.2713062463077537,0.049846405104674016,-0.28873217094486203,0.05395994440587994,-0.2347722265389821,-0.34269211535074195
dia2,68,0.5600384172526157,0.0206642565418256,80,39,0.18017495948075993,0.032513767069735584,-0.3798634577718558,0.03852475240013106,-0.3413387053717247,-0.4183882101719869
dia2,68,0.5600384172526157,0.0206642565418256,100,5,0.0506353224868245,0.0306100907327673,-0.5094030947657913,0.036932223776732276,-0.472470870989059,-0.5463353185425235
dia2,68,0.5600384172526157,0.0206642565418256,125,4,NA,NA,NA,NA,NA,NA
dot1,47,0.9945553541666592,0.025699943454948044,5,24,0.9835807002125921,0.03362097761080289,-0.010974653954067048,0.04231852111184459,0.03134386715777754,-0.053293175065911635
dot1,47,0.9945553541666592,0.025699943454948044,10,32,0.9654492479554633,0.02645868977191021,-0.029106106211195915,0.03688562535776929,0.007779519146573377,-0.0659917315689652
dot1,47,0.9945553541666592,0.025699943454948044,20,3,0.9775378876475046,0.049870748183183045,-0.01701746651915459,0.05610328526867194,0.03908581874951735,-0.07312075178782654
dot1,47,0.9945553541666592,0.025699943454948044,25,42,0.9765948904331596,0.024077185000011013,-0.017960463733499576,0.03521644404411499,0.017255980310615412,-0.053176907777614565
dot1,47,0.9945553541666592,0.025699943454948044,30,3,0.994298024749568,0.14345765033892866,-2.5732941709122326e-4,0.14574149901230551,0.1454841695952143,-0.14599882842939674
dot1,47,0.9945553541666592,0.025699943454948044,35,11,0.9640150509077815,0.06033934672097842,-0.030540303258877688,0.06558447877586568,0.03504417551698799,-0.09612478203474337
dot1,47,0.9945553541666592,0.025699943454948044,40,22,0.939890089450788,0.03130667753537997,-0.05466526471587119,0.040504260910326356,-0.01416100380554483,-0.09516952562619754
dot1,47,0.9945553541666592,0.025699943454948044,50,5,1.0542389219121562,0.12627829826213532,0.05968356774549699,0.12886696902452674,0.18855053677002373,-0.06918340127902975
dot1,47,0.9945553541666592,0.025699943454948044,60,10,0.9347132617501293,0.04613131422676238,-0.059842092416529935,0.05280705678103842,-0.0070350356354915156,-0.11264914919756835
dot1,47,0.9945553541666592,0.025699943454948044,80,32,0.9487210536134415,0.030437167145539318,-0.04583430055321769,0.03983601683694072,-0.005998283716276968,-0.0856703173901584
dot1,47,0.9945553541666592,0.025699943454948044,100,4,0.9861167335528067,0.1389251632927909,-0.008438620613852477,0.1412822992788415,0.13284367866498903,-0.14972091989269398
dot1,47,0.9945553541666592,0.025699943454948044,125,3,1.1402925519336813,0.3733250307427652,0.1457371977670221,0.37420858578161204,0.5199457835486341,-0.22847138801458994
dpb4,67,1.0079651263291902,0.02615082816105583,2.5,4,1.0003526096515296,0.039501843381122045,-0.007612516677660608,0.047373636592684815,0.03976111991502421,-0.05498615327034542
dpb4,67,1.0079651263291902,0.02615082816105583,5,29,0.9997816599260954,0.031004054723288148,-0.008183466403094863,0.040560044659661273,0.03237657825656641,-0.04874351106275614
dpb4,67,1.0079651263291902,0.02615082816105583,10,38,1.0308487919329874,0.03407982002362281,0.022883665603797176,0.042956954574918285,0.06584062017871546,-0.02007328897112111
dpb4,67,1.0079651263291902,0.02615082816105583,20,4,1.068857092476975,0.1034584027672752,0.06089196614778469,0.10671226226008335,0.16760422840786804,-0.04582029611229865
dpb4,67,1.0079651263291902,0.02615082816105583,25,61,1.0003171878792092,0.03471074541345091,-0.007647938449981018,0.04345919535226663,0.035811256902285614,-0.05110713380224765
dpb4,67,1.0079651263291902,0.02615082816105583,30,4,1.038984960547234,0.09598309954656073,0.031019834218043885,0.09948176321353606,0.13050159743157996,-0.06846192899549218
dpb4,67,1.0079651263291902,0.02615082816105583,35,12,0.9052425053401828,0.07420615605737693,-0.10272262098900742,0.07867921841452703,-0.024043402574480385,-0.18140183940353444
dpb4,67,1.0079651263291902,0.02615082816105583,40,30,0.9820422052673529,0.05690211258604517,-0.025922921061837356,0.06262360761137951,0.03670068654954216,-0.08854652867321687
dpb4,67,1.0079651263291902,0.02615082816105583,50,9,0.9952743455341027,0.07910711414295296,-0.012690780795087564,0.08331747308659365,0.07062669229150609,-0.09600825388168122
dpb4,67,1.0079651263291902,0.02615082816105583,60,13,0.9543461812019748,0.04483841223272137,-0.053618945127215434,0.05190711921365438,-0.0017118259135610533,-0.10552606434086981
dpb4,67,1.0079651263291902,0.02615082816105583,80,38,0.9000411212033308,0.028450801147559233,-0.10792400512585942,0.03864341987256082,-0.06928058525329861,-0.14656742499842024
dpb4,67,1.0079651263291902,0.02615082816105583,100,5,0.8944937103748789,0.09573947892425412,-0.11347141595431132,0.09924673112096322,-0.0142246848333481,-0.21271814707527453
dpb4,67,1.0079651263291902,0.02615082816105583,125,4,NA,NA,NA,NA,NA,NA
dun1,68,0.9720029069311912,0.016312827443868194,2.5,4,1.0251922313096031,0.05988147199388905,0.05318932437841195,0.062063669142005604,0.11525299352041755,-0.008874344763593653
dun1,68,0.9720029069311912,0.016312827443868194,5,29,0.9751792181523569,0.022204257348966493,0.003176311221165684,0.02755244787006323,0.030728759091228915,-0.024376136648897546
dun1,68,0.9720029069311912,0.016312827443868194,10,39,0.9841591670861015,0.024361579034560828,0.012156260154910337,0.029318848413104035,0.04147510856801437,-0.0171625882581937
dun1,68,0.9720029069311912,0.016312827443868194,20,4,0.9015426111722213,0.10484044703114476,-0.07046029575896984,0.10610196828006391,0.03564167252109407,-0.17656226403903375
dun1,68,0.9720029069311912,0.016312827443868194,25,62,0.953721910743077,0.019679676132532523,-0.018280996188114185,0.025561650805352724,0.007280654617238539,-0.043842646993466905
dun1,68,0.9720029069311912,0.016312827443868194,30,4,0.9044162487818836,0.10838538008125011,-0.06758665814930753,0.10960610819918051,0.04201945004987298,-0.17719276634848805
dun1,68,0.9720029069311912,0.016312827443868194,35,12,0.9029294081703751,0.03927663321015356,-0.06907349876081603,0.04252954567754465,-0.026543953083271385,-0.11160304443836068
dun1,68,0.9720029069311912,0.016312827443868194,40,31,0.9253876253063043,0.02951338293259981,-0.04661528162488693,0.03372162675998436,-0.01289365486490257,-0.08033690838487129
dun1,68,0.9720029069311912,0.016312827443868194,50,9,0.9098865023776428,0.05351481748429214,-0.06211640455354839,0.05594590270601162,-0.006170501847536765,-0.11806230725956002
dun1,68,0.9720029069311912,0.016312827443868194,60,15,0.8471870142536925,0.048110436355123604,-0.12481589267749871,0.05080081126806754,-0.07401508140943117,-0.17561670394556625
dun1,68,0.9720029069311912,0.016312827443868194,80,39,0.7976433432835912,0.02780807830395738,-0.17435956364759997,0.032239689176114035,-0.14211987447148594,-0.206599252823714
dun1,68,0.9720029069311912,0.016312827443868194,100,5,0.5660569547385154,0.11662339870571116,-0.4059459521926758,0.11775875960999543,-0.2881871925826804,-0.5237047118026712
dun1,68,0.9720029069311912,0.016312827443868194,125,4,NA,NA,NA,NA,NA,NA
eap1,68,0.25427606047880774,0.09360086165533095,2.5,4,0.010847397931778585,0.020983643322128327,-0.24342866254702916,0.09592410849046606,-0.1475045540565631,-0.3393527710374952
eap1,68,0.25427606047880774,0.09360086165533095,5,29,0.27975829074492453,0.14539699640101694,0.02548223026611679,0.17292023555691144,0.19840246582302823,-0.14743800529079465
eap1,68,0.25427606047880774,0.09360086165533095,10,39,0.3134947105771228,0.12935477288656888,0.05921865009831506,0.15966771298905807,0.21888636308737314,-0.10044906289074301
eap1,68,0.25427606047880774,0.09360086165533095,20,4,0.522452354849722,0.8371064409802982,0.2681762943709142,0.8423231653191795,1.1104994596900937,-0.5741468709482653
eap1,68,0.25427606047880774,0.09360086165533095,25,62,0.22383853028387465,0.09643618875778792,-0.030437530194933088,0.1343914424535584,0.10395391225862533,-0.1648289726484915
eap1,68,0.25427606047880774,0.09360086165533095,30,4,0.4633121188082277,0.7623017108866541,0.20903605832941996,0.7680267050847518,0.9770627634141718,-0.5589906467553318
eap1,68,0.25427606047880774,0.09360086165533095,35,12,0.12135044922211226,0.17795832467886424,-0.1329256112566955,0.20107283910346635,0.06814722784677085,-0.33399845036016185
eap1,68,0.25427606047880774,0.09360086165533095,40,31,0.2324065648372125,0.13716229148717557,-0.021869495641595238,0.16605606134264814,0.1441865657010529,-0.18792555698424337
eap1,68,0.25427606047880774,0.09360086165533095,50,9,0.26914118545325577,0.34505918231968463,0.01486512497444803,0.3575289647088048,0.3723940896832528,-0.34266383973435677
eap1,68,0.25427606047880774,0.09360086165533095,60,13,0.3677745337734844,0.24559080551420526,0.11349847329467666,0.26282306796728594,0.3763215412619626,-0.14932459467260928
eap1,68,0.25427606047880774,0.09360086165533095,80,39,0.17519574834903004,0.10293804420896391,-0.0790803121297777,0.13913073797039607,0.06005042584061837,-0.21821105010017378
eap1,68,0.25427606047880774,0.09360086165533095,100,5,0.3311001256651548,0.5344985372075941,0.07682406518634705,0.5426322950024982,0.6194563601888452,-0.46580822981615116
eap1,68,0.25427606047880774,0.09360086165533095,125,4,NA,NA,NA,NA,NA,NA
elg1,68,0.8347227174215864,0.026954439003520413,2.5,4,0.7555717186160741,0.21453339214259906,-0.07915099880551235,0.21622006874063446,0.1370690699351221,-0.29537106754614684
elg1,68,0.8347227174215864,0.026954439003520413,5,29,0.8354264960602245,0.03193796906377943,7.037786386380196e-4,0.04179205247308912,0.04249583111172714,-0.0410882738344511
elg1,68,0.8347227174215864,0.026954439003520413,10,39,0.8350224574076618,0.034005197869459804,2.9973998607535357e-4,0.043392341076918355,0.04369208106299371,-0.043092601090843
elg1,68,0.8347227174215864,0.026954439003520413,20,4,0.8166915582672665,0.06076478561664305,-0.018031159154319965,0.06647481442645096,0.048443655272131,-0.08450597358077093
elg1,68,0.8347227174215864,0.026954439003520413,25,62,0.8209883196519545,0.027050880979869636,-0.013734397769631923,0.038187588871013776,0.024453191101381853,-0.0519219866406457
elg1,68,0.8347227174215864,0.026954439003520413,30,4,0.7888595680630004,0.11413596036140065,-0.04586314935858604,0.11727556961965149,0.07141242026106545,-0.16313871897823753
elg1,68,0.8347227174215864,0.026954439003520413,35,12,0.7632464985979343,0.04611611253595409,-0.07147621882365218,0.05341570571866747,-0.018060513104984716,-0.12489192454231965
elg1,68,0.8347227174215864,0.026954439003520413,40,31,0.7825462896264365,0.037981726058315124,-0.05217642779514997,0.046574169840839855,-0.005602257954310116,-0.09875059763598983
elg1,68,0.8347227174215864,0.026954439003520413,50,9,0.7968139755604967,0.09078198166127646,-0.03790874186108972,0.09469904950073596,0.05679030763964624,-0.13260779136182568
elg1,68,0.8347227174215864,0.026954439003520413,60,13,0.7683610953833295,0.037295587830714384,-0.0663616220382569,0.046016330292984395,-0.020345291745272512,-0.1123779523312413
elg1,68,0.8347227174215864,0.026954439003520413,80,39,0.7099215345256872,0.0346456182594582,-0.12480118289589925,0.043896020851264025,-0.08090516204463523,-0.1686972037471633
elg1,68,0.8347227174215864,0.026954439003520413,100,5,0.6327498530150595,0.12901875758480708,-0.20197286440652695,0.13180433069790126,-0.07016853370862569,-0.3337771951044282
elg1,68,0.8347227174215864,0.026954439003520413,125,4,NA,NA,NA,NA,NA,NA
eps1,68,0.7841406773480388,0.02794566378956915,2.5,4,0.7273141663516074,0.11353659560227164,-0.056826510996431434,0.11692526957674036,0.06009875858030893,-0.1737517805731718
eps1,68,0.7841406773480388,0.02794566378956915,5,29,0.8114239158776023,0.04020495855449312,0.02728323852956349,0.04896323944561006,0.07624647797517356,-0.02168000091604657
eps1,68,0.7841406773480388,0.02794566378956915,10,39,0.8000482838695252,0.03295408925699007,0.015907606521486373,0.04320800994488527,0.059115616466371645,-0.0273004034233989
eps1,68,0.7841406773480388,0.02794566378956915,20,4,0.7739198732909855,0.10422390975487276,-0.010220804057053279,0.10790543771854827,0.09768463366149499,-0.11812624177560155
eps1,68,0.7841406773480388,0.02794566378956915,25,62,0.7514385755977239,0.0313033127735796,-0.03270210175031496,0.04196257279100256,0.009260471040687598,-0.07466467454131752
eps1,68,0.7841406773480388,0.02794566378956915,30,4,0.7806708368156572,0.12901488195659785,-0.0034698405323816406,0.1320068175925566,0.12853697706017497,-0.13547665812493825
eps1,68,0.7841406773480388,0.02794566378956915,35,12,0.6336206130566197,0.05903313078753278,-0.15052006429141918,0.0653136329966232,-0.08520643129479598,-0.21583369728804236
eps1,68,0.7841406773480388,0.02794566378956915,40,31,0.7224521287326332,0.03755146962997155,-0.061688548615405625,0.046808898684014263,-0.014879649931391362,-0.10849744729941989
eps1,68,0.7841406773480388,0.02794566378956915,50,9,0.7118700972298069,0.07833635903709828,-0.07227058011823195,0.08317178170406599,0.010901201585834033,-0.15544236182229793
eps1,68,0.7841406773480388,0.02794566378956915,60,13,0.738099183004315,0.07853854769956503,-0.04604149434372384,0.08336224324834648,0.03732074890462264,-0.12940373759207033
eps1,68,0.7841406773480388,0.02794566378956915,80,39,0.6172318849790257,0.04527063162521479,-0.16690879236901313,0.053201411751809126,-0.11370738061720401,-0.22011020412082224
eps1,68,0.7841406773480388,0.02794566378956915,100,5,0.40254828195399645,0.140945746629371,-0.3815923953940424,0.14368946940381708,-0.2379029259902253,-0.5252818647978594
eps1,68,0.7841406773480388,0.02794566378956915,125,4,NA,NA,NA,NA,NA,NA
erd1,68,0.9007422295250618,0.020283989699375917,2.5,4,0.8523330845445402,0.08115658807482107,-0.04840914498052162,0.0836530455277665,0.03524390054724488,-0.13206219050828813
erd1,68,0.9007422295250618,0.020283989699375917,5,29,0.8906462945109285,0.03380063296463465,-0.010095935014133306,0.039419830376782886,0.02932389536264958,-0.04951576539091619
erd1,68,0.9007422295250618,0.020283989699375917,10,39,0.888995396736823,0.027902529619374918,-0.011746832788238737,0.03449625193096321,0.02274941914272447,-0.046243084719201945
