from,to,any_sig,EMAP_diff
arp8,rad61,FALSE,0.16628102694082655
arp8,rdh54,FALSE,0.33981675210257023
arp8,rev1,FALSE,0.0018383494674964803
arp8,rev3,FALSE,-3.188170700902022e-4
arp8,rev7,FALSE,8.10678076032599e-4
arp8,rph1,FALSE,-3.6647746406955414e-4
arp8,rrm3,FALSE,0.008145850062100234
arp8,rtt101,FALSE,1.496890853703261e-4
arp8,rtt107,FALSE,-7.181686837615234e-4
arp8,rtt109,FALSE,-5.310254772330511e-4
arp8,saw1,FALSE,-2.3950383804702583e-4
arp8,sgs1,FALSE,0.07695801597133389
arp8,shu1,FALSE,0.31371081564900893
arp8,shu2,FALSE,1.7285528672809165e-4
arp8,sin4,FALSE,-7.186513378687095e-4
arp8,siz1,FALSE,-5.442042491790541e-4
arp8,sky1,FALSE,-3.037071563091923e-4
arp8,slx4,FALSE,0.003144408756995996
arp8,slx5,FALSE,-7.132677871142637e-4
arp8,slx8,FALSE,0.0012147551294016561
arp8,snf2,FALSE,-4.050162517869613e-4
arp8,sod1,FALSE,-7.39732730974192e-4
arp8,srs2,FALSE,0.001569991214103509
arp8,swi4,FALSE,0.0027012708869306014
arp8,tdp1,FALSE,-1.1749481927938294e-4
arp8,top3,FALSE,8.88520865580464e-4
arp8,trm10,FALSE,-6.536925012956829e-4
arp8,ubc13,FALSE,6.122669781825424e-4
arp8,vps41,FALSE,-5.234428050018043e-4
arp8,wss1,FALSE,0.0017221909513398222
arp8,xrs2,FALSE,-3.7686847768567816e-4
arp8,yku70,FALSE,0.13018589827475427
arp8,yps1,FALSE,-2.728135462764727e-4
asf1,aft1,TRUE,-0.27731088931766357
asf1,apn1,FALSE,0.003870029183932089
asf1,apq12,TRUE,-0.25855883793479106
asf1,arp6,FALSE,-0.5678064782986685
asf1,arp8,FALSE,-3.4950719669776055e-4
asf1,bem1,FALSE,0.0494292736291575
asf1,bfa1,TRUE,-0.36507675992161304
asf1,bim1,TRUE,-0.34175128050757403
asf1,bre1,TRUE,-0.21156205159623712
asf1,cac2,FALSE,-0.015380427271297736
asf1,ccr4,FALSE,0.04913874000123475
asf1,ccs1,TRUE,-0.23109185186787454
asf1,chc1,FALSE,0.28518959534570454
asf1,chk1,FALSE,0.02492878088387318
asf1,chl1,FALSE,-0.06031502777621589
asf1,cik1,FALSE,0.0025020015796534956
asf1,cka2,TRUE,-0.16426274003858865
asf1,ckb1,FALSE,-0.3095962850110305
asf1,clb2,FALSE,-0.14779070939446326
asf1,clb5,FALSE,0.1505058232765326
asf1,cln1,FALSE,0.05916891044346495
asf1,csm2,TRUE,-0.159198547597714
asf1,csm3,FALSE,-0.046776035501218484
asf1,ctf18,FALSE,0.1379696690222367
asf1,ctf4,FALSE,0.052706397933230474
asf1,ctf8,FALSE,-0.13687051332267436
asf1,dbf2,TRUE,-0.4378121012191565
asf1,dcc1,FALSE,-0.33103899118402125
asf1,dcn1,FALSE,-0.03478423381647755
asf1,ddc1,TRUE,-0.11862961569343367
asf1,def1,FALSE,-1.739860933064137e-4
asf1,dhh1,FALSE,0.044588068907991496
asf1,dia2,TRUE,-0.45840160648570466
asf1,dot1,FALSE,0.09021862519531454
asf1,dpb4,FALSE,-0.09280836614843069
asf1,dun1,FALSE,-0.011631654641672817
asf1,eap1,TRUE,-0.23418032570829003
asf1,elg1,TRUE,-0.42256182422929733
asf1,eps1,TRUE,-0.21029985827944064
asf1,erd1,FALSE,0.028740285778795394
asf1,erg2,TRUE,-0.3365626507508436
asf1,esc2,FALSE,-0.05254444325476012
asf1,exo1,TRUE,-0.12141678920141524
asf1,gcn5,FALSE,0.16423513693683345
asf1,get1,FALSE,-0.2502292799719372
asf1,gnd1,FALSE,0.1591350307230276
asf1,gph1,FALSE,0.05628213876370025
asf1,gpx2,FALSE,-0.044887628450253104
asf1,hcs1,FALSE,-0.06157264844529653
asf1,hir2,TRUE,-0.08587824058387483
asf1,hnt3,FALSE,0.004717166162378494
asf1,hpc2,FALSE,-0.15979743828809376
asf1,hpr1,FALSE,-0.03345502480453133
asf1,hrq1,FALSE,0.06469829070153223
asf1,hsl1,TRUE,-0.3592464876391457
asf1,hur1,TRUE,-0.3338258981393803
asf1,imp2',FALSE,0.0028117614006257785
asf1,ina1,TRUE,-0.15665622141960767
asf1,ira2,TRUE,-0.2779743685558448
asf1,irc21,FALSE,-0.17345911546289897
asf1,lpd1,FALSE,0.04120919054302369
asf1,lte1,TRUE,-0.29344725956352846
asf1,met18,FALSE,-0.03822343192119859
asf1,mgs1,FALSE,-0.03993383547243967
asf1,mkk1,TRUE,0.16257111316347062
asf1,mlh1,FALSE,-0.019866902230325178
asf1,mlh2,FALSE,-0.15796031971126978
asf1,mlh3,FALSE,-0.033570007360036895
asf1,mms1,TRUE,0.17244843918431263
asf1,mms2,TRUE,-0.10826348427833749
asf1,mms22,TRUE,0.3477974332573316
asf1,mms4,FALSE,0.005438442580618319
asf1,mph1,FALSE,-0.059144976831881114
asf1,mre11,TRUE,-0.33635946229105357
asf1,msh2,FALSE,1.1450954463768201e-4
asf1,msh3,FALSE,-0.020410275300734027
asf1,msh6,FALSE,-0.24112425589050712
asf1,mub1,TRUE,-0.15988586121512982
asf1,mus81,TRUE,-0.09148558293403886
asf1,nmd2,FALSE,0.0573081033573819
asf1,npl6,FALSE,0.23782724465238947
asf1,nup60,FALSE,-0.627821944915287
asf1,nup84,TRUE,-0.4904788262574681
asf1,pfd1,FALSE,-0.04925177372044176
asf1,pho80,FALSE,0.030389444872706672
asf1,pif1,FALSE,0.1976233609462409
asf1,pol30-RR,FALSE,-0.012993938410207462
asf1,pol32,TRUE,0.2974719627464506
asf1,pso2,TRUE,-0.07262607057781179
asf1,psy1,TRUE,-0.30575620673686577
asf1,psy2,TRUE,-0.2561751034366722
asf1,psy3,TRUE,-0.14069434984682572
asf1,psy4,FALSE,0.036436185735152386
asf1,ptc2,FALSE,-0.07545255864374023
asf1,rad1,TRUE,0.2713848697003793
asf1,rad10,FALSE,0.013739172220394228
asf1,rad14,FALSE,0.18876994491450405
asf1,rad16,FALSE,0.13422758291394388
asf1,rad17,TRUE,-0.16122994157888548
asf1,rad18,TRUE,-0.10773909338412108
asf1,rad2,TRUE,0.1505156628859815
asf1,rad23,TRUE,-0.10640125337827938
asf1,rad24,TRUE,-0.40844107653688266
asf1,rad26,FALSE,-0.04047848115211228
asf1,rad27,TRUE,-0.546233080777172
asf1,rad28,FALSE,0.009258787653791543
asf1,rad30,FALSE,0.11423326444572168
asf1,rad33,FALSE,0.09014144629529408
asf1,rad34,FALSE,-0.08681307612191902
asf1,rad4,FALSE,-0.014124871041374167
asf1,rad5,TRUE,-0.09789647722797246
asf1,rad50,TRUE,-0.47388362256097377
asf1,rad51,TRUE,-0.3419672760568951
asf1,rad52,FALSE,0.06099288665589234
asf1,rad54,TRUE,-0.2834383792467681
asf1,rad55,FALSE,0.007477164783366274
asf1,rad57,TRUE,-0.1677227399701802
asf1,rad59,TRUE,-0.06397587621954781
asf1,rad6,TRUE,-0.35240325128306044
asf1,rad61,TRUE,-0.1161958919546146
asf1,rad7,FALSE,0.08361479308126374
asf1,rad9,FALSE,-0.19040154752740546
asf1,rcy1,TRUE,0.7493821262560281
asf1,rdh54,TRUE,-0.11549227317960892
asf1,ref2,FALSE,-0.10339963932222583
asf1,reg1,FALSE,-0.011703964728630747
asf1,rev1,TRUE,0.15235691179026212
asf1,rev3,FALSE,-0.05253072591594547
asf1,rev7,FALSE,-0.07560343015173951
asf1,rmi1,TRUE,-0.2879798752376977
asf1,rnh203,TRUE,-0.3795305892882431
asf1,rpb9,FALSE,-0.06319776303250862
asf1,rph1,FALSE,-0.06800887542308619
asf1,rpl20b,FALSE,-0.09967260137663603
asf1,rrd1,FALSE,-0.02177937670851382
asf1,rrm3,TRUE,-0.1449687796747569
asf1,rtf1,TRUE,-0.23420338662408247
asf1,rts1,TRUE,-0.3391695122664651
asf1,rtt101,TRUE,0.19819193059507745
asf1,rtt107,TRUE,-0.42887385899460206
asf1,rtt109,TRUE,0.45439579096055627
asf1,sac1,FALSE,0.35435866647932507
asf1,sae2,FALSE,-0.05583274310699349
asf1,saw1,FALSE,0.016790717551336563
asf1,sec22,FALSE,-0.12986221335007986
